context	n_cells_total	n_cells_robust	baseline_weighted_delta_rmse_fusion_minus_ar	baseline_weighted_winrate_fusion_better	robust_best_weighted_delta_rmse_fusion_minus_ar	robust_best_delta_params	robust_worst_weighted_delta_rmse_fusion_minus_ar	robust_worst_delta_params	robust_best_weighted_winrate_fusion_better	robust_best_winrate_params	robust_any_cell_fusion_improves_rmse
early_warning	30	24	0.0777530949952008	0.116554054054054	0.068367996808526	delay=0,miss=0,rev=0.3	0.1577042557763442	delay=4,miss=0.2,rev=0	0.216710182767624	delay=3,miss=0.2,rev=0.3	0
with_current_y	29	22	0.0601068091090163	0.1148648648648648	0.0485620020725133	delay=0,miss=0.1,rev=0	0.136954189978799	delay=4,miss=0.2,rev=0	0.2363636363636363	delay=0,miss=0.1,rev=0.3	0
