subset	context	geo_level	geo_id	pathogen	horizon_weeks	model_id	threshold_quantile	threshold_value	n_weeks	tp	fp	tn	fn	precision	recall	fdr	fpr	fnr	prevalence
geo_matched_state	early_warning	state	MA	Influenza	1	ridge_fusion	0.75	1.1641020457531854	52	11	7	22	12	0.6111111111111112	0.4782608695652174	0.3888888888888889	0.2413793103448276	0.5217391304347826	0.4423076923076923
geo_matched_state	early_warning	state	MD	Influenza	1	ridge_ar	0.75	0.7895570923093755	52	0	1	49	2	0.0	0.0	1.0	0.02	1.0	0.038461538461538464
geo_matched_state	early_warning	state	MD	Influenza	1	ridge_fusion	0.75	0.7895570923093755	52	0	1	49	2	0.0	0.0	1.0	0.02	1.0	0.038461538461538464
geo_matched_state	early_warning	state	ME	Influenza	1	ridge_ar	0.75	2.377835118030691	52	25	4	12	11	0.8620689655172413	0.6944444444444444	0.13793103448275862	0.25	0.3055555555555556	0.6923076923076923
geo_matched_state	early_warning	state	ME	Influenza	1	ridge_fusion	0.75	2.377835118030691	52	25	4	12	11	0.8620689655172413	0.6944444444444444	0.13793103448275862	0.25	0.3055555555555556	0.6923076923076923
geo_matched_state	early_warning	state	MI	Influenza	1	ridge_ar	0.75	1.5157136590161249	52	0	0	52	0				0.0		0.0
geo_matched_state	early_warning	state	MI	Influenza	1	ridge_fusion	0.75	1.5157136590161249	52	0	1	51	0	0.0		1.0	0.019230769230769232		0.0
geo_matched_state	early_warning	state	MN	Influenza	1	ridge_ar	0.75	2.2301807927421557	52	21	1	5	25	0.9545454545454546	0.45652173913043476	0.045454545454545456	0.16666666666666666	0.5434782608695652	0.8846153846153846
geo_matched_state	early_warning	state	MN	Influenza	1	ridge_fusion	0.75	2.2301807927421557	52	12	1	5	34	0.9230769230769231	0.2608695652173913	0.07692307692307693	0.16666666666666666	0.7391304347826086	0.8846153846153846
geo_matched_state	early_warning	state	MO	Influenza	1	ridge_ar	0.75	1.9057420006479524	52	0	6	45	1	0.0	0.0	1.0	0.11764705882352941	1.0	0.019230769230769232
geo_matched_state	early_warning	state	MO	Influenza	1	ridge_fusion	0.75	1.9057420006479524	52	1	12	39	0	0.07692307692307693	1.0	0.9230769230769231	0.23529411764705882	0.0	0.019230769230769232
geo_matched_state	early_warning	state	MS	Influenza	1	ridge_ar	0.75	3.4105034683632534	52	0	3	49	0	0.0		1.0	0.057692307692307696		0.0
geo_matched_state	early_warning	state	MS	Influenza	1	ridge_fusion	0.75	3.4105034683632534	52	0	2	50	0	0.0		1.0	0.038461538461538464		0.0
geo_matched_state	early_warning	state	NC	Influenza	1	ridge_ar	0.75	1.1462755735944332	52	28	0	2	22	1.0	0.56	0.0	0.0	0.44	0.9615384615384616
