context	geo_id	pathogen	horizon_weeks	test_weeks	rmse_ar	rmse_fusion	delta_rmse_fusion_minus_ar	fusion_better_than_ar	relative_rmse_fusion_over_ar	skill_score_fusion_vs_ar	best_lag_weeks	corr_at_best	n_pairs_at_best	dm_p_value_two_sided	mean_loss_diff_fusion_minus_ar	svi_rpl_themes_popwt	svi_tertile
early_warning	AK	COVID-19	1	52	0.1374008043318105	0.1567881690108091	0.019387364678998598	0	1.1411008092221926	-0.1411008092221926	6	0.0403984420123061	164	0.0378582949631449	0.0009137709484988	0.5713242878197549	mid
early_warning	AK	Influenza	1	52	0.1795940233054366	0.2527596755971996	0.07316565229176297	0	1.4073946946849658	-0.4073946946849658	-4	0.277351472645313	146	0.2311693276660398	0.0007447024401507	0.5713242878197549	mid
early_warning	AK	RSV	1	52	0.1377898150814163	0.3337663048836482	0.19597648980223192	0	2.422285745041712	-1.422285745041712	-3	0.1608600805972963	147	0.7647193571319539	-0.0001352142214932	0.5713242878197549	mid
early_warning	AL	COVID-19	1	52	0.0967837026496878	0.1160551371531682	0.0192714345034804	0	1.199118591001153	-0.19911859100115303	2	0.0802474464680374	168	0.0002450743052682	0.0005989763119366	0.6243346247244481	high
early_warning	AL	Influenza	1	52	0.0972256923388338	0.154484931927283	0.057259239588449196	0	1.5889311581233017	-0.5889311581233017	-1	0.3134837843014032	169	0.0043383663442149	0.0005712646750015	0.6243346247244481	high
early_warning	AL	RSV	1	52	0.0587825491584717	0.1945968066204582	0.1358142574619865	0	3.3104519862832973	-2.3104519862832973	-2	0.413139155909616	168	0.0089948069883873	0.0006885365058822	0.6243346247244481	high
early_warning	AR	COVID-19	1	52	0.147784407631837	0.2381063647615571	0.0903219571297201	0	1.6111737941578497	-0.6111737941578497	1	0.2743241030688788	169	0.003897364222809	0.0047134179229107	0.6796498657520915	high
early_warning	AR	Influenza	1	52	0.1726177082725138	0.1776658809044882	0.005048172631974407	0	1.0292448131914993	-0.029244813191499297	-4	0.2697630931944189	149	0.601789253824303	0.0003255342938987	0.6796498657520915	high
early_warning	AR	RSV	1	52	0.1465954416450748	0.2501256717492104	0.10353023010413562	0	1.7062308960110422	-0.7062308960110422	-3	0.2229676322560646	151	0.5615781099258172	0.0001758583526106	0.6796498657520915	high
early_warning	AZ	COVID-19	1	52	0.0474558989668262	0.0717629556307389	0.024307056663912696	0	1.5122030599589824	-0.5122030599589824	5	0.5010488035612519	165	0.0	0.0021263930532969	0.7671235779491102	high
