subset	context	geo_level	geo_id	pathogen	horizon_weeks	model_id	n_weeks	dir_acc_nonzero	peak_week_index_true	peak_week_index_pred	peak_timing_abs_error_weeks
geo_matched_state	early_warning	state	OK	COVID-19	1	ridge_ar	52	0.5853658536585366	7	34	27.0
geo_matched_state	early_warning	state	OK	COVID-19	1	ridge_fusion	52	0.6341463414634146	7	34	27.0
geo_matched_state	early_warning	state	OR	COVID-19	1	ridge_ar	52	0.5185185185185185	26	33	7.0
geo_matched_state	early_warning	state	OR	COVID-19	1	ridge_fusion	52	0.48148148148148145	26	36	10.0
geo_matched_state	early_warning	state	PA	COVID-19	1	ridge_ar	52	0.5208333333333334	18	34	16.0
geo_matched_state	early_warning	state	PA	COVID-19	1	ridge_fusion	52	0.5	18	44	26.0
geo_matched_state	early_warning	state	RI	COVID-19	1	ridge_ar	52	0.5555555555555556	18	38	20.0
geo_matched_state	early_warning	state	RI	COVID-19	1	ridge_fusion	52	0.4444444444444444	18	34	16.0
geo_matched_state	early_warning	state	SC	COVID-19	1	ridge_ar	52	0.4666666666666667	17	38	21.0
geo_matched_state	early_warning	state	SC	COVID-19	1	ridge_fusion	52	0.4666666666666667	17	38	21.0
geo_matched_state	early_warning	state	SD	COVID-19	1	ridge_ar	52	0.47368421052631576	17	36	19.0
geo_matched_state	early_warning	state	SD	COVID-19	1	ridge_fusion	52	0.47368421052631576	17	40	23.0
geo_matched_state	early_warning	state	TN	COVID-19	1	ridge_ar	52	0.4666666666666667	39	38	1.0
geo_matched_state	early_warning	state	TN	COVID-19	1	ridge_fusion	52	0.4666666666666667	39	33	6.0
geo_matched_state	early_warning	state	TX	COVID-19	1	ridge_ar	52	0.5	1	32	31.0
geo_matched_state	early_warning	state	TX	COVID-19	1	ridge_fusion	52	0.43478260869565216	1	34	33.0
geo_matched_state	early_warning	state	UT	COVID-19	1	ridge_ar	52	0.6153846153846154	0	36	36.0
geo_matched_state	early_warning	state	UT	COVID-19	1	ridge_fusion	52	0.46153846153846156	0	35	35.0
geo_matched_state	early_warning	state	VA	COVID-19	1	ridge_ar	52	0.46875	25	32	7.0
geo_matched_state	early_warning	state	VA	COVID-19	1	ridge_fusion	52	0.46875	25	29	4.0
geo_matched_state	early_warning	state	VT	COVID-19	1	ridge_ar	52	0.3076923076923077	0	34	34.0
geo_matched_state	early_warning	state	VT	COVID-19	1	ridge_fusion	52	0.38461538461538464	0	36	36.0
geo_matched_state	early_warning	state	WA	COVID-19	1	ridge_ar	52	0.25	17	8	9.0
geo_matched_state	early_warning	state	WA	COVID-19	1	ridge_fusion	52	0.125	17	51	34.0
geo_matched_state	early_warning	state	WI	COVID-19	1	ridge_ar	52	0.5238095238095238	43	42	1.0
geo_matched_state	early_warning	state	WI	COVID-19	1	ridge_fusion	52	0.5	43	33	10.0
geo_matched_state	early_warning	state	WV	COVID-19	1	ridge_ar	52	0.4583333333333333	32	34	2.0
geo_matched_state	early_warning	state	WV	COVID-19	1	ridge_fusion	52	0.4583333333333333	32	33	1.0
geo_matched_state	early_warning	state	WY	COVID-19	1	ridge_ar	52	0.3902439024390244	22	39	17.0
geo_matched_state	early_warning	state	WY	COVID-19	1	ridge_fusion	52	0.43902439024390244	22	46	24.0
geo_matched_state	early_warning	state	AK	Influenza	1	ridge_ar	52	0.5	0	34	34.0
geo_matched_state	early_warning	state	AK	Influenza	1	ridge_fusion	52	0.5714285714285714	0	30	30.0
geo_matched_state	early_warning	state	AL	Influenza	1	ridge_ar	52	0.4	17	35	18.0
geo_matched_state	early_warning	state	AL	Influenza	1	ridge_fusion	52	0.4	17	34	17.0
geo_matched_state	early_warning	state	AR	Influenza	1	ridge_ar	52	0.5333333333333333	0	33	33.0
geo_matched_state	early_warning	state	AR	Influenza	1	ridge_fusion	52	0.5666666666666667	0	34	34.0
geo_matched_state	early_warning	state	AZ	Influenza	1	ridge_ar	52	0.4838709677419355	5	42	37.0
geo_matched_state	early_warning	state	AZ	Influenza	1	ridge_fusion	52	0.41935483870967744	5	42	37.0
geo_matched_state	early_warning	state	CA	Influenza	1	ridge_ar	52	0.5853658536585366	27	32	5.0
geo_matched_state	early_warning	state	CA	Influenza	1	ridge_fusion	52	0.6341463414634146	27	30	3.0
geo_matched_state	early_warning	state	CO	Influenza	1	ridge_ar	52	0.5833333333333334	26	39	13.0
geo_matched_state	early_warning	state	CO	Influenza	1	ridge_fusion	52	0.5416666666666666	26	34	8.0
geo_matched_state	early_warning	state	CT	Influenza	1	ridge_ar	52	0.5	17	45	28.0
geo_matched_state	early_warning	state	CT	Influenza	1	ridge_fusion	52	0.5	17	44	27.0
geo_matched_state	early_warning	state	DC	Influenza	1	ridge_ar	52	0.6521739130434783	18	0	18.0
geo_matched_state	early_warning	state	DC	Influenza	1	ridge_fusion	52	0.5652173913043478	18	0	18.0
geo_matched_state	early_warning	state	DE	Influenza	1	ridge_ar	52	0.5	17	39	22.0
geo_matched_state	early_warning	state	DE	Influenza	1	ridge_fusion	52	0.3333333333333333	17	35	18.0
geo_matched_state	early_warning	state	FL	Influenza	1	ridge_ar	52	0.6470588235294118	18	34	16.0
geo_matched_state	early_warning	state	FL	Influenza	1	ridge_fusion	52	0.5588235294117647	18	33	15.0
geo_matched_state	early_warning	state	GA	Influenza	1	ridge_ar	52	0.6666666666666666	25	33	8.0
geo_matched_state	early_warning	state	GA	Influenza	1	ridge_fusion	52	0.6388888888888888	25	31	6.0
geo_matched_state	early_warning	state	HI	Influenza	1	ridge_ar	52	0.75	28	30	2.0
geo_matched_state	early_warning	state	HI	Influenza	1	ridge_fusion	52	0.75	28	30	2.0
geo_matched_state	early_warning	state	IA	Influenza	1	ridge_ar	52	0.5	0	36	36.0
geo_matched_state	early_warning	state	IA	Influenza	1	ridge_fusion	52	0.4642857142857143	0	36	36.0
geo_matched_state	early_warning	state	ID	Influenza	1	ridge_ar	52	0.45454545454545453	18	38	20.0
geo_matched_state	early_warning	state	ID	Influenza	1	ridge_fusion	52	0.48484848484848486	18	33	15.0
geo_matched_state	early_warning	state	IL	Influenza	1	ridge_ar	52	0.475	0	34	34.0
geo_matched_state	early_warning	state	IL	Influenza	1	ridge_fusion	52	0.525	0	33	33.0
geo_matched_state	early_warning	state	IN	Influenza	1	ridge_ar	52	0.5714285714285714	18	38	20.0
geo_matched_state	early_warning	state	IN	Influenza	1	ridge_fusion	52	0.42857142857142855	18	35	17.0
geo_matched_state	early_warning	state	KS	Influenza	1	ridge_ar	52	0.42105263157894735	1	35	34.0
geo_matched_state	early_warning	state	KS	Influenza	1	ridge_fusion	52	0.47368421052631576	1	32	31.0
geo_matched_state	early_warning	state	KY	Influenza	1	ridge_ar	52	0.5	0	34	34.0
geo_matched_state	early_warning	state	KY	Influenza	1	ridge_fusion	52	0.5	0	39	39.0
geo_matched_state	early_warning	state	LA	Influenza	1	ridge_ar	52	0.53125	28	42	14.0
geo_matched_state	early_warning	state	LA	Influenza	1	ridge_fusion	52	0.5	28	39	11.0
geo_matched_state	early_warning	state	MA	Influenza	1	ridge_ar	52	0.35714285714285715	50	36	14.0
geo_matched_state	early_warning	state	MA	Influenza	1	ridge_fusion	52	0.32142857142857145	50	32	18.0
geo_matched_state	early_warning	state	MD	Influenza	1	ridge_ar	52	0.37037037037037035	17	34	17.0
geo_matched_state	early_warning	state	MD	Influenza	1	ridge_fusion	52	0.25925925925925924	17	34	17.0
geo_matched_state	early_warning	state	ME	Influenza	1	ridge_ar	52	0.68	0	39	39.0
geo_matched_state	early_warning	state	ME	Influenza	1	ridge_fusion	52	0.6	0	31	31.0
geo_matched_state	early_warning	state	MI	Influenza	1	ridge_ar	52	0.28888888888888886	27	40	13.0
geo_matched_state	early_warning	state	MI	Influenza	1	ridge_fusion	52	0.35555555555555557	27	37	10.0
geo_matched_state	early_warning	state	MN	Influenza	1	ridge_ar	52	0.43478260869565216	17	35	18.0
geo_matched_state	early_warning	state	MN	Influenza	1	ridge_fusion	52	0.4782608695652174	17	35	18.0
geo_matched_state	early_warning	state	MO	Influenza	1	ridge_ar	52	0.5161290322580645	0	44	44.0
geo_matched_state	early_warning	state	MO	Influenza	1	ridge_fusion	52	0.5483870967741935	0	45	45.0
geo_matched_state	early_warning	state	MS	Influenza	1	ridge_ar	52	0.6341463414634146	0	43	43.0
geo_matched_state	early_warning	state	MS	Influenza	1	ridge_fusion	52	0.6097560975609756	0	43	43.0
geo_matched_state	early_warning	state	NC	Influenza	1	ridge_ar	52	0.5	17	36	19.0
geo_matched_state	early_warning	state	NC	Influenza	1	ridge_fusion	52	0.5769230769230769	17	33	16.0
geo_matched_state	early_warning	state	NE	Influenza	1	ridge_ar	52	0.6206896551724138	25	36	11.0
geo_matched_state	early_warning	state	NE	Influenza	1	ridge_fusion	52	0.5517241379310345	25	38	13.0
geo_matched_state	early_warning	state	NH	Influenza	1	ridge_ar	52	0.5	0	28	28.0
geo_matched_state	early_warning	state	NH	Influenza	1	ridge_fusion	52	0.4166666666666667	0	33	33.0
geo_matched_state	early_warning	state	NJ	Influenza	1	ridge_ar	52	0.6	17	47	30.0
geo_matched_state	early_warning	state	NJ	Influenza	1	ridge_fusion	52	0.5428571428571428	17	38	21.0
geo_matched_state	early_warning	state	NM	Influenza	1	ridge_ar	52	0.47058823529411764	38	40	2.0
geo_matched_state	early_warning	state	NM	Influenza	1	ridge_fusion	52	0.47058823529411764	38	45	7.0
geo_matched_state	early_warning	state	NV	Influenza	1	ridge_ar	52	0.5789473684210527	17	36	19.0
geo_matched_state	early_warning	state	NV	Influenza	1	ridge_fusion	52	0.5789473684210527	17	32	15.0
geo_matched_state	early_warning	state	NY	Influenza	1	ridge_ar	52	0.5609756097560976	17	38	21.0
geo_matched_state	early_warning	state	NY	Influenza	1	ridge_fusion	52	0.4146341463414634	17	42	25.0
geo_matched_state	early_warning	state	OH	Influenza	1	ridge_ar	52	0.41025641025641024	18	38	20.0
geo_matched_state	early_warning	state	OH	Influenza	1	ridge_fusion	52	0.46153846153846156	18	35	17.0
geo_matched_state	early_warning	state	OK	Influenza	1	ridge_ar	52	0.5853658536585366	7	34	27.0
geo_matched_state	early_warning	state	OK	Influenza	1	ridge_fusion	52	0.6585365853658537	7	29	22.0
geo_matched_state	early_warning	state	OR	Influenza	1	ridge_ar	52	0.5555555555555556	26	39	13.0
geo_matched_state	early_warning	state	OR	Influenza	1	ridge_fusion	52	0.5185185185185185	26	33	7.0
geo_matched_state	early_warning	state	PA	Influenza	1	ridge_ar	52	0.5208333333333334	18	34	16.0
geo_matched_state	early_warning	state	PA	Influenza	1	ridge_fusion	52	0.5	18	47	29.0
geo_matched_state	early_warning	state	RI	Influenza	1	ridge_ar	52	0.5555555555555556	18	39	21.0
geo_matched_state	early_warning	state	RI	Influenza	1	ridge_fusion	52	0.3333333333333333	18	46	28.0
geo_matched_state	early_warning	state	SC	Influenza	1	ridge_ar	52	0.6	17	42	25.0
geo_matched_state	early_warning	state	SC	Influenza	1	ridge_fusion	52	0.6	17	39	22.0
geo_matched_state	early_warning	state	SD	Influenza	1	ridge_ar	52	0.47368421052631576	17	36	19.0
geo_matched_state	early_warning	state	SD	Influenza	1	ridge_fusion	52	0.5789473684210527	17	36	19.0
geo_matched_state	early_warning	state	TN	Influenza	1	ridge_ar	52	0.4666666666666667	39	36	3.0
geo_matched_state	early_warning	state	TN	Influenza	1	ridge_fusion	52	0.5333333333333333	39	31	8.0
geo_matched_state	early_warning	state	TX	Influenza	1	ridge_ar	52	0.5	1	32	31.0
geo_matched_state	early_warning	state	TX	Influenza	1	ridge_fusion	52	0.5869565217391305	1	32	31.0
geo_matched_state	early_warning	state	UT	Influenza	1	ridge_ar	52	0.6153846153846154	0	36	36.0
geo_matched_state	early_warning	state	UT	Influenza	1	ridge_fusion	52	0.38461538461538464	0	35	35.0
geo_matched_state	early_warning	state	VA	Influenza	1	ridge_ar	52	0.46875	25	32	7.0
geo_matched_state	early_warning	state	VA	Influenza	1	ridge_fusion	52	0.46875	25	32	7.0
geo_matched_state	early_warning	state	VT	Influenza	1	ridge_ar	52	0.3076923076923077	0	34	34.0
geo_matched_state	early_warning	state	VT	Influenza	1	ridge_fusion	52	0.46153846153846156	0	34	34.0
geo_matched_state	early_warning	state	WA	Influenza	1	ridge_ar	52	0.25	17	8	9.0
geo_matched_state	early_warning	state	WA	Influenza	1	ridge_fusion	52	0.375	17	8	9.0
geo_matched_state	early_warning	state	WI	Influenza	1	ridge_ar	52	0.5476190476190477	43	42	1.0
geo_matched_state	early_warning	state	WI	Influenza	1	ridge_fusion	52	0.5714285714285714	43	45	2.0
geo_matched_state	early_warning	state	WV	Influenza	1	ridge_ar	52	0.4583333333333333	32	34	2.0
geo_matched_state	early_warning	state	WV	Influenza	1	ridge_fusion	52	0.4583333333333333	32	34	2.0
geo_matched_state	early_warning	state	WY	Influenza	1	ridge_ar	52	0.4146341463414634	22	39	17.0
geo_matched_state	early_warning	state	WY	Influenza	1	ridge_fusion	52	0.3170731707317073	22	39	17.0
geo_matched_state	early_warning	state	AK	RSV	1	ridge_ar	52	0.42857142857142855	0	31	31.0
geo_matched_state	early_warning	state	AK	RSV	1	ridge_fusion	52	0.5	0	34	34.0
geo_matched_state	early_warning	state	AL	RSV	1	ridge_ar	52	0.45	17	33	16.0
geo_matched_state	early_warning	state	AL	RSV	1	ridge_fusion	52	0.5	17	32	15.0
geo_matched_state	early_warning	state	AR	RSV	1	ridge_ar	52	0.5	0	29	29.0
geo_matched_state	early_warning	state	AR	RSV	1	ridge_fusion	52	0.4	0	29	29.0
geo_matched_state	early_warning	state	AZ	RSV	1	ridge_ar	52	0.45161290322580644	5	26	21.0
geo_matched_state	early_warning	state	AZ	RSV	1	ridge_fusion	52	0.45161290322580644	5	28	23.0
geo_matched_state	early_warning	state	CA	RSV	1	ridge_ar	52	0.5121951219512195	27	29	2.0
geo_matched_state	early_warning	state	CA	RSV	1	ridge_fusion	52	0.6341463414634146	27	30	3.0
geo_matched_state	early_warning	state	CO	RSV	1	ridge_ar	52	0.5416666666666666	26	28	2.0
geo_matched_state	early_warning	state	CO	RSV	1	ridge_fusion	52	0.5416666666666666	26	34	8.0
geo_matched_state	early_warning	state	CT	RSV	1	ridge_ar	52	0.5	17	29	12.0
geo_matched_state	early_warning	state	CT	RSV	1	ridge_fusion	52	0.5	17	33	16.0
geo_matched_state	early_warning	state	DC	RSV	1	ridge_ar	52	0.6086956521739131	18	27	9.0
geo_matched_state	early_warning	state	DC	RSV	1	ridge_fusion	52	0.6521739130434783	18	34	16.0
geo_matched_state	early_warning	state	DE	RSV	1	ridge_ar	52	0.5	17	31	14.0
geo_matched_state	early_warning	state	DE	RSV	1	ridge_fusion	52	0.5	17	31	14.0
geo_matched_state	early_warning	state	FL	RSV	1	ridge_ar	52	0.6764705882352942	18	28	10.0
geo_matched_state	early_warning	state	FL	RSV	1	ridge_fusion	52	0.5588235294117647	18	28	10.0
geo_matched_state	early_warning	state	GA	RSV	1	ridge_ar	52	0.6111111111111112	25	27	2.0
geo_matched_state	early_warning	state	GA	RSV	1	ridge_fusion	52	0.5277777777777778	25	33	8.0
geo_matched_state	early_warning	state	HI	RSV	1	ridge_ar	52	0.6666666666666666	28	30	2.0
geo_matched_state	early_warning	state	HI	RSV	1	ridge_fusion	52	0.5833333333333334	28	30	2.0
geo_matched_state	early_warning	state	IA	RSV	1	ridge_ar	52	0.42857142857142855	0	28	28.0
geo_matched_state	early_warning	state	IA	RSV	1	ridge_fusion	52	0.6071428571428571	0	34	34.0
geo_matched_state	early_warning	state	ID	RSV	1	ridge_ar	52	0.45454545454545453	18	20	2.0
geo_matched_state	early_warning	state	ID	RSV	1	ridge_fusion	52	0.5454545454545454	18	34	16.0
geo_matched_state	early_warning	state	IL	RSV	1	ridge_ar	52	0.5	0	34	34.0
geo_matched_state	early_warning	state	IL	RSV	1	ridge_fusion	52	0.5	0	34	34.0
geo_matched_state	early_warning	state	IN	RSV	1	ridge_ar	52	0.42857142857142855	18	30	12.0
geo_matched_state	early_warning	state	IN	RSV	1	ridge_fusion	52	0.5714285714285714	18	20	2.0
geo_matched_state	early_warning	state	KS	RSV	1	ridge_ar	52	0.5263157894736842	1	28	27.0
geo_matched_state	early_warning	state	KS	RSV	1	ridge_fusion	52	0.47368421052631576	1	31	30.0
geo_matched_state	early_warning	state	KY	RSV	1	ridge_ar	52	0.5384615384615384	0	28	28.0
geo_matched_state	early_warning	state	KY	RSV	1	ridge_fusion	52	0.5384615384615384	0	2	2.0
geo_matched_state	early_warning	state	LA	RSV	1	ridge_ar	52	0.59375	28	30	2.0
geo_matched_state	early_warning	state	LA	RSV	1	ridge_fusion	52	0.5625	28	31	3.0
geo_matched_state	early_warning	state	MA	RSV	1	ridge_ar	52	0.35714285714285715	50	28	22.0
geo_matched_state	early_warning	state	MA	RSV	1	ridge_fusion	52	0.4642857142857143	50	33	17.0
geo_matched_state	early_warning	state	MD	RSV	1	ridge_ar	52	0.4074074074074074	17	22	5.0
geo_matched_state	early_warning	state	MD	RSV	1	ridge_fusion	52	0.4074074074074074	17	34	17.0
geo_matched_state	early_warning	state	ME	RSV	1	ridge_ar	52	0.64	0	31	31.0
geo_matched_state	early_warning	state	ME	RSV	1	ridge_fusion	52	0.52	0	36	36.0
geo_matched_state	early_warning	state	MI	RSV	1	ridge_ar	52	0.37777777777777777	27	29	2.0
geo_matched_state	early_warning	state	MI	RSV	1	ridge_fusion	52	0.3111111111111111	27	29	2.0
geo_matched_state	early_warning	state	MN	RSV	1	ridge_ar	52	0.4782608695652174	17	27	10.0
geo_matched_state	early_warning	state	MN	RSV	1	ridge_fusion	52	0.391304347826087	17	36	19.0
geo_matched_state	early_warning	state	MO	RSV	1	ridge_ar	52	0.6129032258064516	0	37	37.0
geo_matched_state	early_warning	state	MO	RSV	1	ridge_fusion	52	0.6774193548387096	0	45	45.0
geo_matched_state	early_warning	state	MS	RSV	1	ridge_ar	52	0.5365853658536586	0	31	31.0
geo_matched_state	early_warning	state	MS	RSV	1	ridge_fusion	52	0.5365853658536586	0	31	31.0
geo_matched_state	early_warning	state	NC	RSV	1	ridge_ar	52	0.38461538461538464	17	28	11.0
geo_matched_state	early_warning	state	NC	RSV	1	ridge_fusion	52	0.34615384615384615	17	32	15.0
geo_matched_state	early_warning	state	NE	RSV	1	ridge_ar	52	0.6206896551724138	25	28	3.0
geo_matched_state	early_warning	state	NE	RSV	1	ridge_fusion	52	0.5517241379310345	25	28	3.0
geo_matched_state	early_warning	state	NH	RSV	1	ridge_ar	52	0.5	0	28	28.0
geo_matched_state	early_warning	state	NH	RSV	1	ridge_fusion	52	0.4166666666666667	0	28	28.0
geo_matched_state	early_warning	state	NJ	RSV	1	ridge_ar	52	0.6285714285714286	17	30	13.0
geo_matched_state	early_warning	state	NJ	RSV	1	ridge_fusion	52	0.6	17	33	16.0
geo_matched_state	early_warning	state	NM	RSV	1	ridge_ar	52	0.29411764705882354	38	34	4.0
geo_matched_state	early_warning	state	NM	RSV	1	ridge_fusion	52	0.35294117647058826	38	34	4.0
geo_matched_state	early_warning	state	NV	RSV	1	ridge_ar	52	0.42105263157894735	17	31	14.0
geo_matched_state	early_warning	state	NV	RSV	1	ridge_fusion	52	0.5263157894736842	17	34	17.0
geo_matched_state	early_warning	state	NY	RSV	1	ridge_ar	52	0.5609756097560976	17	29	12.0
geo_matched_state	early_warning	state	NY	RSV	1	ridge_fusion	52	0.6341463414634146	17	36	19.0
geo_matched_state	early_warning	state	OH	RSV	1	ridge_ar	52	0.41025641025641024	18	24	6.0
geo_matched_state	early_warning	state	OH	RSV	1	ridge_fusion	52	0.3333333333333333	18	20	2.0
geo_matched_state	early_warning	state	OK	RSV	1	ridge_ar	52	0.6585365853658537	7	34	27.0
geo_matched_state	early_warning	state	OK	RSV	1	ridge_fusion	52	0.6585365853658537	7	34	27.0
geo_matched_state	early_warning	state	OR	RSV	1	ridge_ar	52	0.48148148148148145	26	28	2.0
geo_matched_state	early_warning	state	OR	RSV	1	ridge_fusion	52	0.5925925925925926	26	28	2.0
geo_matched_state	early_warning	state	PA	RSV	1	ridge_ar	52	0.5208333333333334	18	34	16.0
geo_matched_state	early_warning	state	PA	RSV	1	ridge_fusion	52	0.4583333333333333	18	35	17.0
geo_matched_state	early_warning	state	RI	RSV	1	ridge_ar	52	0.5555555555555556	18	39	21.0
geo_matched_state	early_warning	state	RI	RSV	1	ridge_fusion	52	0.6666666666666666	18	39	21.0
