subset	context	geo_level	geo_id	pathogen	horizon_weeks	model_id	n_weeks	dir_acc_nonzero	peak_week_index_true	peak_week_index_pred	peak_timing_abs_error_weeks
geo_matched_state	early_warning	state	AK	COVID-19	1	ridge_ar	52	0.5	0	30	30.0
geo_matched_state	early_warning	state	AK	COVID-19	1	ridge_fusion	52	0.35714285714285715	0	39	39.0
geo_matched_state	early_warning	state	AL	COVID-19	1	ridge_ar	52	0.4	17	35	18.0
geo_matched_state	early_warning	state	AL	COVID-19	1	ridge_fusion	52	0.55	17	39	22.0
geo_matched_state	early_warning	state	AR	COVID-19	1	ridge_ar	52	0.5666666666666667	0	42	42.0
geo_matched_state	early_warning	state	AR	COVID-19	1	ridge_fusion	52	0.5666666666666667	0	38	38.0
geo_matched_state	early_warning	state	AZ	COVID-19	1	ridge_ar	52	0.3870967741935484	5	33	28.0
geo_matched_state	early_warning	state	AZ	COVID-19	1	ridge_fusion	52	0.41935483870967744	5	25	20.0
geo_matched_state	early_warning	state	CA	COVID-19	1	ridge_ar	52	0.5853658536585366	27	32	5.0
geo_matched_state	early_warning	state	CA	COVID-19	1	ridge_fusion	52	0.5609756097560976	27	33	6.0
geo_matched_state	early_warning	state	CO	COVID-19	1	ridge_ar	52	0.5833333333333334	26	39	13.0
geo_matched_state	early_warning	state	CO	COVID-19	1	ridge_fusion	52	0.4583333333333333	26	29	3.0
geo_matched_state	early_warning	state	CT	COVID-19	1	ridge_ar	52	0.3333333333333333	17	45	28.0
geo_matched_state	early_warning	state	CT	COVID-19	1	ridge_fusion	52	0.6666666666666666	17	47	30.0
geo_matched_state	early_warning	state	DC	COVID-19	1	ridge_ar	52	0.6521739130434783	18	39	21.0
geo_matched_state	early_warning	state	DC	COVID-19	1	ridge_fusion	52	0.6956521739130435	18	41	23.0
geo_matched_state	early_warning	state	DE	COVID-19	1	ridge_ar	52	0.5	17	39	22.0
geo_matched_state	early_warning	state	DE	COVID-19	1	ridge_fusion	52	0.16666666666666666	17	35	18.0
geo_matched_state	early_warning	state	FL	COVID-19	1	ridge_ar	52	0.6470588235294118	18	34	16.0
geo_matched_state	early_warning	state	FL	COVID-19	1	ridge_fusion	52	0.6176470588235294	18	32	14.0
geo_matched_state	early_warning	state	GA	COVID-19	1	ridge_ar	52	0.6666666666666666	25	33	8.0
geo_matched_state	early_warning	state	GA	COVID-19	1	ridge_fusion	52	0.5277777777777778	25	31	6.0
geo_matched_state	early_warning	state	HI	COVID-19	1	ridge_ar	52	0.6666666666666666	28	30	2.0
geo_matched_state	early_warning	state	HI	COVID-19	1	ridge_fusion	52	0.8333333333333334	28	30	2.0
geo_matched_state	early_warning	state	IA	COVID-19	1	ridge_ar	52	0.5	0	36	36.0
geo_matched_state	early_warning	state	IA	COVID-19	1	ridge_fusion	52	0.4642857142857143	0	27	27.0
geo_matched_state	early_warning	state	ID	COVID-19	1	ridge_ar	52	0.45454545454545453	18	38	20.0
geo_matched_state	early_warning	state	ID	COVID-19	1	ridge_fusion	52	0.5151515151515151	18	38	20.0
geo_matched_state	early_warning	state	IL	COVID-19	1	ridge_ar	52	0.475	0	34	34.0
geo_matched_state	early_warning	state	IL	COVID-19	1	ridge_fusion	52	0.525	0	33	33.0
geo_matched_state	early_warning	state	IN	COVID-19	1	ridge_ar	52	0.5714285714285714	18	38	20.0
geo_matched_state	early_warning	state	IN	COVID-19	1	ridge_fusion	52	0.5	18	25	7.0
geo_matched_state	early_warning	state	KS	COVID-19	1	ridge_ar	52	0.42105263157894735	1	35	34.0
geo_matched_state	early_warning	state	KS	COVID-19	1	ridge_fusion	52	0.4473684210526316	1	34	33.0
geo_matched_state	early_warning	state	KY	COVID-19	1	ridge_ar	52	0.5	0	34	34.0
geo_matched_state	early_warning	state	KY	COVID-19	1	ridge_fusion	52	0.5	0	44	44.0
geo_matched_state	early_warning	state	LA	COVID-19	1	ridge_ar	52	0.625	28	36	8.0
geo_matched_state	early_warning	state	LA	COVID-19	1	ridge_fusion	52	0.59375	28	39	11.0
geo_matched_state	early_warning	state	MA	COVID-19	1	ridge_ar	52	0.35714285714285715	50	36	14.0
geo_matched_state	early_warning	state	MA	COVID-19	1	ridge_fusion	52	0.32142857142857145	50	29	21.0
geo_matched_state	early_warning	state	MD	COVID-19	1	ridge_ar	52	0.37037037037037035	17	34	17.0
geo_matched_state	early_warning	state	MD	COVID-19	1	ridge_fusion	52	0.37037037037037035	17	22	5.0
geo_matched_state	early_warning	state	ME	COVID-19	1	ridge_ar	52	0.68	0	39	39.0
geo_matched_state	early_warning	state	ME	COVID-19	1	ridge_fusion	52	0.6	0	31	31.0
geo_matched_state	early_warning	state	MI	COVID-19	1	ridge_ar	52	0.28888888888888886	27	40	13.0
geo_matched_state	early_warning	state	MI	COVID-19	1	ridge_fusion	52	0.35555555555555557	27	37	10.0
geo_matched_state	early_warning	state	MN	COVID-19	1	ridge_ar	52	0.43478260869565216	17	35	18.0
geo_matched_state	early_warning	state	MN	COVID-19	1	ridge_fusion	52	0.6086956521739131	17	41	24.0
geo_matched_state	early_warning	state	MO	COVID-19	1	ridge_ar	52	0.6551724137931034	40	34	6.0
geo_matched_state	early_warning	state	MO	COVID-19	1	ridge_fusion	52	0.6551724137931034	40	34	6.0
geo_matched_state	early_warning	state	MS	COVID-19	1	ridge_ar	52	0.6341463414634146	0	31	31.0
geo_matched_state	early_warning	state	MS	COVID-19	1	ridge_fusion	52	0.6097560975609756	0	38	38.0
geo_matched_state	early_warning	state	MT	COVID-19	1	ridge_ar	52	0.5	21	42	21.0
geo_matched_state	early_warning	state	MT	COVID-19	1	ridge_fusion	52	0.5	21	38	17.0
geo_matched_state	early_warning	state	NC	COVID-19	1	ridge_ar	52	0.5	17	36	19.0
geo_matched_state	early_warning	state	NC	COVID-19	1	ridge_fusion	52	0.46153846153846156	17	33	16.0
geo_matched_state	early_warning	state	NE	COVID-19	1	ridge_ar	52	0.5862068965517241	25	34	9.0
geo_matched_state	early_warning	state	NE	COVID-19	1	ridge_fusion	52	0.6551724137931034	25	27	2.0
geo_matched_state	early_warning	state	NH	COVID-19	1	ridge_ar	52	0.5	0	28	28.0
geo_matched_state	early_warning	state	NH	COVID-19	1	ridge_fusion	52	0.5	0	45	45.0
geo_matched_state	early_warning	state	NJ	COVID-19	1	ridge_ar	52	0.6	17	47	30.0
geo_matched_state	early_warning	state	NJ	COVID-19	1	ridge_fusion	52	0.6	17	45	28.0
geo_matched_state	early_warning	state	NM	COVID-19	1	ridge_ar	52	0.29411764705882354	38	40	2.0
geo_matched_state	early_warning	state	NM	COVID-19	1	ridge_fusion	52	0.29411764705882354	38	40	2.0
geo_matched_state	early_warning	state	NV	COVID-19	1	ridge_ar	52	0.5263157894736842	17	36	19.0
geo_matched_state	early_warning	state	NV	COVID-19	1	ridge_fusion	52	0.47368421052631576	17	36	19.0
geo_matched_state	early_warning	state	NY	COVID-19	1	ridge_ar	52	0.6097560975609756	17	38	21.0
geo_matched_state	early_warning	state	NY	COVID-19	1	ridge_fusion	52	0.4634146341463415	17	29	12.0
geo_matched_state	early_warning	state	OH	COVID-19	1	ridge_ar	52	0.41025641025641024	18	38	20.0
geo_matched_state	early_warning	state	OH	COVID-19	1	ridge_fusion	52	0.4358974358974359	18	31	13.0
