subset	lag_weeks	n_series	median_corr	p25_corr	p75_corr
geo_matched_state	1	148	0.9686498111476696	0.9613036719671926	0.9872518315669381
geo_matched_state	2	148	0.9246898442969408	0.9078808675820403	0.9663732489436758
geo_matched_state	3	148	0.8775733066552613	0.851943006804808	0.9423983983965869
geo_matched_state	4	148	0.8219866753586635	0.7864031626661153	0.9148535180937745
