county_id	pathogen	model_id	context	horizon_weeks	ed_source_id	mape_realtime	mape_revised	rfi_score	data_revision_frequency	mean_backfill_magnitude	rmse_realtime	rmse_revised	rmse_delta	ed_revision_frequency	ed_mean_abs_delta	ww_revision_frequency	ww_mean_abs_delta	panel_common_start	panel_common_end	window_weeks
48113	COVID-19	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.635519874342157	0.635519874342157	0.0	0.0	0.0	0.002109181833507	0.002109181833507	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48113	COVID-19	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.542566098759784	0.542566098759784	0.0	0.0	0.0	0.0019496082090578	0.0019496082090578	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48113	Influenza	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.5146621476838549	1.5146621476838549	0.0	0.0	0.0	0.0130661588191977	0.0130661588191977	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48113	Influenza	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.2791817773426095	1.2791817773426095	0.0	0.0	0.0	0.0119438333595557	0.0119438333595557	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48113	RSV	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	2.083036411929557	2.083036411929557	0.0	0.0	0.0	0.0009766427559299	0.0009766427559299	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48113	RSV	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	1.841672835537057	1.841672835537057	0.0	0.0	0.0	0.0009129406143053	0.0009129406143053	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48201	COVID-19	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.6482974120622629	0.6482974120622629	0.0	0.0	0.0	0.0026041351587363	0.0026041351587363	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48201	COVID-19	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.539876601855295	0.539876601855295	0.0	0.0	0.0	0.0024800076960597	0.0024800076960597	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48201	Influenza	ridge_ar	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.580611402686739	0.580611402686739	0.0	0.0	0.0	0.0130659796813066	0.0130659796813066	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
48201	Influenza	ridge_fusion	early_warning	1	TX_DSHS_RESP_ED_VISITS_GRAPH3	0.612078660357416	0.612078660357416	0.0	0.0	0.0	0.0129280520984065	0.0129280520984065	0.0	0.0	0.0	0.0	0.0	2022-02-05	2026-04-11	52
