context	geo_id	pathogen	horizon_weeks	test_weeks	rmse_ar	rmse_fusion	delta_rmse_fusion_minus_ar	fusion_better_than_ar	n_weeks	median_samples_per_week	mean_samples_per_week	p10_samples	p90_samples	median_population_coverage	mean_population_coverage	coverage_tertile_median_population_coverage	coverage_tertile_median_samples
early_warning	AL	Influenza	3	52	0.1863740101638016	0.3111093079213313	0.1247352977575297	0	170	18.0	23.13529411764706	10.900000000000002	43.0	0.1232609782871953	0.10520226202571059	low	mid
early_warning	AL	RSV	3	52	0.1122104862416896	0.4399629701086852	0.32775248386699557	0	170	18.5	24.03529411764706	13.0	43.0	0.1232609782871953	0.10643614385170212	low	mid
early_warning	AR	COVID-19	3	52	0.2242723274465811	0.3508905794648207	0.12661825201823962	0	170	15.0	18.794117647058822	10.900000000000002	40.0	0.047825942950576	0.0592490820780473	low	mid
early_warning	AR	Influenza	3	52	0.305262646168734	0.3099448422888978	0.004682196120163795	0	153	14.0	11.69281045751634	3.0	15.0	0.0396275846554279	0.03386114664108123	low	low
early_warning	AR	RSV	3	52	0.227969742092933	0.4748985188120688	0.2469287767191358	0	154	14.0	11.746753246753247	3.0	15.0	0.0396275846554279	0.03377116513198435	low	low
early_warning	AZ	COVID-19	3	52	0.0932980403014753	0.1463237460834272	0.053025705781951885	0	170	51.0	50.55294117647059	37.0	63.0	0.4920196106758273	0.4827924604038165	high	high
early_warning	AZ	Influenza	3	52	0.5799523332901825	0.5961145509069807	0.016162217616798258	0	129	52.0	41.651162790697676	8.0	62.0	0.4920196106758273	0.3642477248434472	high	high
early_warning	AZ	RSV	3	52	0.1472166530330544	0.1548866160241838	0.007669962991129403	0	129	52.0	41.65891472868217	8.0	62.0	0.4920196106758273	0.3642477248434472	high	high
early_warning	CA	COVID-19	3	52	0.060580103750874	0.0718651695268269	0.011285065775952896	0	170	271.0	276.8235294117647	245.0	316.0	0.8039182661647277	0.7993423969230625	high	high
early_warning	CA	Influenza	3	52	0.0610617088614395	0.0948515263869728	0.033789817525533304	0	170	257.0	254.46470588235294	204.0	301.1	0.7911727346928761	0.7699244907444894	high	high
early_warning	CA	RSV	3	52	0.0550755700366906	0.2771099045188195	0.2220343344821289	0	170	262.0	259.74117647058824	236.3	303.0	0.7951325180095378	0.7679990960844603	high	high
early_warning	CO	COVID-19	3	52	0.1523634553404606	0.1568745226801576	0.004511067339697	0	170	48.0	73.50588235294117	41.0	124.1	0.3956435044997696	0.41797962682339906	high	high
early_warning	CO	Influenza	3	52	0.1530852918901663	0.2027926168147808	0.04970732492461452	0	170	39.0	31.75294117647059	6.0	46.0	0.36641270010229965	0.28046947690580104	high	high
early_warning	CO	RSV	3	52	0.1091119235893356	0.1663007995375628	0.057188875948227205	0	169	26.0	25.59171597633136	6.0	46.0	0.3625770168788485	0.2121411528260823	high	mid
early_warning	CT	COVID-19	3	52	0.0295952370956171	0.0423668752461337	0.012771638150516601	0	170	24.0	23.658823529411766	15.0	30.099999999999994	0.1493645482366158	0.15685086248460556	mid	mid
early_warning	CT	Influenza	3	52	0.101726768521345	0.1057862934620983	0.00405952494075329	0	127	11.0	14.118110236220472	4.600000000000001	30.0	0.0587428693770299	0.09349737516153042	low	low
early_warning	CT	RSV	3	52	0.1071087043089465	0.167237386739754	0.06012868243080749	0	128	11.0	14.140625	5.0	30.0	0.0587428693770299	0.0936722222022961	low	low
early_warning	DC	COVID-19	3	52	0.2178168340151461	0.2129395458525409	-0.004877288162605187	1	165	2.0	4.345454545454546	1.0	15.0	2.348472172072556	2.694609224460654	high	low
early_warning	DC	Influenza	3	52	0.4623851344970708	0.5350504010826824	0.07266526658561162	0	120	2.0	2.1416666666666666	1.0	3.0	2.348472172072556	2.4970574622214	high	low
early_warning	DC	RSV	3	52	0.2015392245152096	0.4027484593258378	0.20120923481062822	0	120	2.0	2.175	1.0	3.0	2.348472172072556	2.4970574622214	high	low
early_warning	DE	COVID-19	3	52	0.0687637944019645	0.1059566661515217	0.037192871749557196	0	170	19.0	18.123529411764707	16.0	19.0	0.7493162395673287	0.7475114841395978	high	mid
early_warning	DE	Influenza	3	52	0.0711222801280631	0.0868396326484306	0.015717352520367503	0	165	19.0	16.55757575757576	5.800000000000015	19.0	0.7493162395673287	0.6745362656313693	high	mid
early_warning	DE	RSV	3	52	0.07278878583826	0.073485926156784	0.0006971403185239977	0	165	18.0	12.763636363636364	3.0	19.0	0.7493162395673287	0.4906394354803124	high	mid
early_warning	FL	COVID-19	3	52	0.0893373544121457	0.1164080264317297	0.027070672019584005	0	170	63.5	64.98823529411764	50.0	84.0	0.1833093051919834	0.18988133199326218	mid	high
early_warning	FL	Influenza	3	52	0.0899534589891387	0.1366848741883246	0.04673141519918589	0	170	53.0	56.10588235294118	27.0	81.0	0.1550168657968118	0.1595953924445545	mid	high
early_warning	FL	RSV	3	52	0.0654645192600591	0.2538058760474513	0.18834135678739222	0	170	50.0	49.68235294117647	26.0	81.0	0.1457824221428218	0.1449608130387321	low	high
early_warning	GA	COVID-19	3	52	0.1124196975783436	0.1133196889564473	0.0008999913781037039	0	170	47.0	46.423529411764704	40.0	52.0	0.1610685964425272	0.15630550286173617	mid	high
early_warning	GA	Influenza	3	52	0.1131691992667172	0.1943892711107299	0.0812200718440127	0	170	39.0	35.358823529411765	19.0	50.099999999999994	0.11846140641751254	0.1197818385281171	low	high
early_warning	GA	RSV	3	52	0.0857228631482127	0.2100182305012693	0.1242953673530566	0	170	39.0	36.09411764705882	21.0	50.099999999999994	0.12105998433147865	0.121436036584917	low	high
early_warning	HI	COVID-19	3	52	0.1591709001623532	0.3217261213328592	0.16255522117050603	0	170	24.0	24.776470588235295	19.900000000000002	33.0	1.1275702567402532	1.0860870051868217	high	mid
early_warning	HI	Influenza	3	52	0.312605011833359	0.3247128923139894	0.01210788048063044	0	149	24.0	22.409395973154364	15.0	31.0	1.1275702567402532	1.0038317820308502	high	mid
early_warning	HI	RSV	3	52	0.1167025455304397	0.3674646813921218	0.2507621358616821	0	149	24.0	22.97986577181208	17.8	31.0	1.1275702567402532	1.006794022931595	high	mid
early_warning	IA	COVID-19	3	52	0.2969169983884983	0.3428382044961363	0.045921206107638	0	170	25.0	24.641176470588235	21.0	29.0	0.2163670722412379	0.17547304192508056	mid	mid
early_warning	IA	Influenza	3	52	0.2982501038815523	0.2991988154676365	0.0009487115860841722	0	170	25.0	22.3	14.0	29.0	0.2163670722412379	0.1677577056319435	mid	mid
early_warning	IA	RSV	3	52	0.2028766762644879	0.5723184846732665	0.3694418084087786	0	170	25.0	22.388235294117646	15.0	29.0	0.2148037677538158	0.15635612363149018	mid	mid
early_warning	ID	COVID-19	3	52	0.2006621298041841	0.4795002434489855	0.2788381136448014	0	170	15.0	21.53529411764706	11.0	43.099999999999994	0.3535053679387797	0.3595334156021323	high	mid
early_warning	ID	Influenza	3	52	0.2016416355076184	0.2104660955751214	0.008824460067502982	0	170	14.0	12.805882352941177	8.0	16.0	0.23319798455431578	0.25545406677980903	mid	low
early_warning	ID	RSV	3	52	0.1869700041861833	0.337305061009934	0.15033505682375073	0	170	11.0	11.441176470588236	8.0	15.0	0.1964087595165494	0.2520024357062888	mid	low
early_warning	IL	COVID-19	3	52	0.1187851083415431	0.1558203838879083	0.03703527554636521	0	170	161.0	146.11176470588236	103.0	178.0	0.5541507631708673	0.5533018943942977	high	high
early_warning	IL	Influenza	3	52	0.1196038401526292	0.1428524453928483	0.0232486052402191	0	170	160.0	144.91764705882352	103.0	176.0	0.5508228646095825	0.5510702183589178	high	high
early_warning	IL	RSV	3	52	0.096752060882469	0.2214733875578739	0.1247213266754049	0	170	159.0	137.2058823529412	98.60000000000001	176.0	0.5508228646095825	0.5272174615516205	high	high
early_warning	IN	COVID-19	3	52	0.1641401923852181	0.2093524894257978	0.04521229704057969	0	170	55.0	56.752941176470586	49.0	67.0	0.24310498516071855	0.236615600642582	mid	high
early_warning	IN	Influenza	3	52	0.1648103839682586	0.2567267685769588	0.09191638460870022	0	170	16.0	35.082352941176474	10.0	67.0	0.0397149468411736	0.13236259659832927	low	mid
early_warning	IN	RSV	3	52	0.1099533949361292	0.1034808881744947	-0.0064725067616344945	1	170	16.0	35.68235294117647	12.0	67.0	0.0397149468411736	0.13242441602599625	low	mid
early_warning	KS	COVID-19	3	52	0.3439708428442939	0.4609442087674047	0.1169733659231108	0	170	33.0	31.45294117647059	27.0	35.0	0.1920859039962378	0.20093278061673311	mid	high
early_warning	KS	Influenza	3	52	0.3459654127474373	0.5916623014230878	0.24569688867565054	0	170	31.0	27.1	15.0	35.0	0.1920859039962378	0.18190972842411038	mid	mid
early_warning	KS	RSV	3	52	0.2679738971682135	0.6380519802449302	0.37007808307671664	0	170	31.0	27.54705882352941	15.0	35.0	0.1920859039962378	0.18235823434146767	mid	mid
early_warning	KY	COVID-19	3	52	0.173478733906109	0.2210672350572884	0.04758850115117941	0	168	20.0	19.982142857142858	2.0	37.0	0.1990427853429372	0.21876730260881438	mid	mid
early_warning	KY	Influenza	3	52	0.1831490119823068	0.2719047130992903	0.08875570111698353	0	165	22.0	19.575757575757574	1.0	37.0	0.2266363589854865	0.22226595650446276	mid	mid
early_warning	KY	RSV	3	52	0.1454608452041067	0.1006448241078214	-0.04481602109628531	1	166	13.0	15.343373493975903	1.0	37.0	0.1566232779927071	0.19731071137437534	mid	low
early_warning	LA	COVID-19	3	52	0.2397134867821196	0.2516221076658752	0.011908620883755633	0	161	30.0	49.73913043478261	7.0	106.0	0.2179268211504824	0.24216802315996808	mid	mid
early_warning	LA	Influenza	3	52	1.8470682360081776	1.6659391712012268	-0.1811290648069508	1	123	11.0	22.048780487804876	7.400000000000002	56.0	0.1665222234099551	0.16033473675200816	mid	low
early_warning	LA	RSV	3	52	0.4615710712378487	1.0623576965109227	0.600786625273074	0	123	11.0	13.195121951219512	8.200000000000001	18.0	0.0997400021379192	0.12838183855421265	low	low
early_warning	MA	COVID-19	3	52	0.1419534275545924	0.1335266623328357	-0.008426765221756699	1	170	25.0	24.51764705882353	21.0	27.0	0.6964572683692464	0.7018211065429616	high	mid
early_warning	MA	Influenza	3	52	0.1434218766378433	0.1959984691278667	0.05257659249002339	0	169	10.0	8.946745562130177	5.0	12.0	0.340712793878981	0.348298307262902	mid	low
early_warning	MA	RSV	3	52	0.0751453002309827	0.342834771705622	0.2676894714746393	0	170	10.0	9.111764705882353	5.0	12.0	0.340712793878981	0.34846245669022635	mid	low
early_warning	MD	COVID-19	3	52	0.088310641729281	0.1064308640546019	0.0181202223253209	0	170	24.0	21.323529411764707	9.0	27.0	0.0741924240869054	0.08357911101880756	low	mid
early_warning	MD	Influenza	3	52	0.0886041261511401	0.1001221224332671	0.011517996282126991	0	170	22.0	17.288235294117648	5.0	26.0	0.0715535309234869	0.06019191810687294	low	mid
early_warning	MD	RSV	3	52	0.0725841634329039	0.1736887418304666	0.10110457839756269	0	170	22.0	17.51764705882353	5.0	26.0	0.0715535309234869	0.060521769089014195	low	mid
early_warning	ME	COVID-19	3	52	0.2121604141436646	0.2252376864056164	0.013077272261951794	0	170	49.0	49.129411764705885	40.0	61.0	0.21539223110828004	0.2148550056756508	mid	high
early_warning	ME	Influenza	3	52	0.2133403718655162	0.2241531479312049	0.0108127760656887	0	170	28.0	26.011764705882353	7.0	43.099999999999994	0.1282308834666242	0.12840612270926208	low	mid
early_warning	ME	RSV	3	52	0.1976994529176847	0.5395115868563023	0.3418121339386176	0	170	26.0	22.6	9.0	32.0	0.1242397232488145	0.11306401687389786	low	mid
early_warning	MI	COVID-19	3	52	0.0986157949366865	0.1252699781073671	0.026654183170680593	0	170	98.0	84.62941176470588	33.0	125.0	0.39515711872905096	0.3867536373932079	high	high
early_warning	MI	Influenza	3	52	0.0992155975750059	0.1527220753316426	0.05350647775663668	0	170	21.0	36.252941176470586	14.0	85.19999999999999	0.04574984463314815	0.07253977405123543	low	mid
early_warning	MI	RSV	3	52	0.1034991011943218	0.1255652635983195	0.022066162403997683	0	170	26.5	40.476470588235294	16.0	76.0	0.3051494275365332	0.23357269186140475	mid	mid
early_warning	MN	COVID-19	3	52	0.2477967204934127	0.34392246946133	0.09612574896791728	0	170	69.0	71.48823529411764	53.800000000000004	107.1	0.5840884440917197	0.7330780968625118	high	high
early_warning	MN	Influenza	3	52	0.2481626263623504	0.4053146181229505	0.1571519917606001	0	170	12.0	22.241176470588236	6.0	62.099999999999994	0.0567999170651517	0.1747385925253174	low	low
early_warning	MN	RSV	3	52	0.1221234269729853	0.3066272131019985	0.1845037861290132	0	170	12.0	22.711764705882352	9.0	62.099999999999994	0.0567999170651517	0.17547856979202686	low	low
early_warning	MO	COVID-19	3	52	0.1723220669712613	0.2305920016768388	0.05826993470557751	0	170	53.0	51.01764705882353	36.900000000000006	59.0	0.3956087828219646	0.39230610153417167	high	high
early_warning	MO	Influenza	3	52	1.0279923138693587	1.0678289046095324	0.03983659074017365	0	104	2.0	1.7211538461538463	1.0	2.0	0.0077521708500933	0.0077521708500933	low	low
early_warning	MO	RSV	3	52	0.7903071651019081	0.9469232137047424	0.1566160486028343	0	104	2.0	1.7211538461538463	1.0	2.0	0.0077521708500933	0.0077521708500933	low	low
early_warning	MS	COVID-19	3	52	0.208496626466098	0.2326473342706934	0.024150707804595384	0	156	6.0	6.673076923076923	2.0	10.0	0.03874416778455385	0.04845320419868084	low	low
early_warning	MS	Influenza	3	52	1.0800636407946516	0.8928631135659475	-0.18720052722870406	1	119	8.0	7.714285714285714	6.0	10.0	0.0265852987278652	0.044254099279303946	low	low
early_warning	MS	RSV	3	52	0.3109391811353983	1.071370697791602	0.7604315166562037	0	119	8.0	7.831932773109243	6.0	10.0	0.0265852987278652	0.0444604177001682	low	low
early_warning	MT	COVID-19	3	52	0.2845859917092648	0.5020686498843486	0.21748265817508383	0	170	7.0	6.9	2.0	12.099999999999994	0.0755662003357582	0.06943389051647514	low	low
early_warning	NC	COVID-19	3	52	0.1292220604058463	0.1587654483016463	0.029543387895799994	0	170	74.0	78.5764705882353	61.0	100.1	0.20916197563484096	0.20629527199206157	mid	high
early_warning	NC	Influenza	3	52	0.1300449520122827	0.1744544782011056	0.044409526188822906	0	170	53.5	43.73529411764706	5.0	74.0	0.16328057172870655	0.14335183904155174	mid	high
early_warning	NC	RSV	3	52	0.0618739590578059	0.144449814247614	0.08257585518980809	0	170	53.5	43.48823529411764	5.0	74.0	0.16142099589167375	0.13670668767320351	mid	high
early_warning	NE	COVID-19	3	52	0.3751469883990108	0.4230648971210068	0.04791790872199603	0	170	36.0	34.94117647058823	29.0	39.0	0.6707572167076783	0.6442047375025265	high	high
early_warning	NE	Influenza	3	52	1.4243561196103338	1.466326281639618	0.041970162029284275	0	140	36.0	34.857142857142854	31.0	39.0	0.6756131655672113	0.6558234710127082	high	high
early_warning	NE	RSV	3	52	0.3624342322542641	0.7312445635655891	0.368810331311325	0	140	37.0	35.02857142857143	32.0	39.0	0.6774737240025936	0.6590543326670252	high	high
early_warning	NH	COVID-19	3	52	0.1888069706030171	0.1939907456814832	0.005183775078466096	0	170	22.0	21.811764705882354	18.0	25.099999999999994	0.18926522079508595	0.2030308328563748	mid	mid
early_warning	NH	Influenza	3	52	0.1888069706030171	0.2570592097292734	0.06825223912625628	0	170	19.0	16.9	8.0	23.099999999999994	0.1799453424983582	0.15822178577639812	mid	mid
early_warning	NH	RSV	3	52	0.1680353302600317	0.2242628566756012	0.056227526415569495	0	170	19.0	17.223529411764705	9.0	23.099999999999994	0.1799453424983582	0.159354087732358	mid	mid
early_warning	NJ	COVID-19	3	52	0.0437084801976194	0.1001762587664191	0.0564677785687997	0	170	57.0	53.26470588235294	36.900000000000006	60.0	0.4356235235544733	0.4342873025210974	high	high
early_warning	NJ	Influenza	3	52	0.0440470700201971	0.0622401469062469	0.0181930768860498	0	170	56.0	51.28823529411765	32.7	60.0	0.4298442958326738	0.39859206114286944	high	high
early_warning	NJ	RSV	3	52	0.0565631069604398	0.2046176698748041	0.1480545629143643	0	170	57.0	46.71176470588235	13.800000000000004	60.0	0.4299864220255358	0.36525042032707244	high	high
early_warning	NM	COVID-19	3	52	0.1682416046617957	0.3221053715113003	0.15386376684950462	0	170	13.0	13.364705882352942	9.0	19.099999999999994	0.3405864225188963	0.31975069652017624	mid	low
early_warning	NM	Influenza	3	52	1.1480394219465264	1.2043981502020058	0.056358728255479384	0	123	3.0	3.1463414634146343	2.0	4.0	0.3065682001050821	0.2753630467285323	mid	low
early_warning	NM	RSV	3	52	0.3044866849979995	0.4092412573367709	0.10475457233877139	0	123	3.0	3.1463414634146343	2.0	4.0	0.3065682001050821	0.2753630467285323	mid	low
early_warning	NV	COVID-19	3	52	0.1601717274816517	0.2764188030905022	0.1162470756088505	0	170	9.5	9.935294117647059	5.0	17.0	0.7850249889154471	0.787341586575031	high	low
early_warning	NV	Influenza	3	52	0.1984380490633537	0.3012526905385583	0.10281464147520461	0	158	5.0	8.360759493670885	3.0	17.0	0.7850249889154471	0.7376709162368081	high	low
early_warning	NV	RSV	3	52	0.0941146864257777	0.5025692541197979	0.4084545676940202	0	158	5.0	8.487341772151899	3.0	17.0	0.7850249889154471	0.7426394288248807	high	low
early_warning	NY	COVID-19	3	52	0.0747207030635821	0.083661925328047	0.008941222264464907	0	170	201.0	193.4294117647059	153.0	224.2	0.15824514317336275	0.24442124281751781	mid	high
early_warning	NY	Influenza	3	52	0.2246386865415987	0.207942417918182	-0.016696268623416693	1	139	5.0	5.60431654676259	3.0	13.0	0.006044619568267	0.0430703116156561	low	low
early_warning	NY	RSV	3	52	0.072659753705424	0.1529794930533052	0.08031973934788118	0	140	5.0	5.871428571428571	3.0	13.0	0.006044619568267	0.0429461639124381	low	low
early_warning	OH	COVID-19	3	52	0.1488736562398981	0.1565174095332207	0.007643753293322619	0	170	141.0	122.83529411764705	75.0	146.0	0.44658468676433344	0.4364912279583281	high	high
early_warning	OH	Influenza	3	52	0.1496182083720137	0.3700801437046012	0.22046193533258748	0	170	116.5	94.52352941176471	6.0	146.0	0.43906607566806344	0.3493128215014001	high	high
early_warning	OH	RSV	3	52	0.0981498485615498	0.1757863846426232	0.07763653608107339	0	170	6.5	58.73529411764706	5.0	144.1	0.0456381564792677	0.24223653294729983	low	low
early_warning	OK	COVID-19	3	52	0.3082389352874529	0.2891205730375313	-0.019118362249921583	1	169	19.0	18.2603550295858	2.0	25.200000000000017	0.1788573993070604	0.1642665123723658	mid	mid
early_warning	OK	Influenza	3	52	0.3136159892099038	0.2938479831807588	-0.019768006029145024	1	168	18.0	16.589285714285715	2.0	22.0	0.15150358657549923	0.15654382743984327	mid	mid
early_warning	OK	RSV	3	52	0.4813044246768978	0.3839674005764162	-0.09733702410048162	1	167	18.0	16.389221556886227	2.0	21.0	0.1511350993910094	0.15193944180523838	mid	mid
early_warning	OR	COVID-19	3	52	0.123760646863821	0.1560565202087776	0.03229587334495661	0	170	32.0	35.7	27.0	55.099999999999994	0.2059467930394075	0.22571023586541597	mid	mid
early_warning	OR	Influenza	3	52	0.246746778472164	0.2175386539997077	-0.0292081244724563	1	152	31.5	31.67105263157895	25.1	41.0	0.20156051781106749	0.20092113115906807	mid	mid
early_warning	OR	RSV	3	52	0.1185999582088396	0.1352010602074027	0.016601101998563086	0	150	31.0	28.553333333333335	5.0	41.0	0.1781994093965789	0.18353710162103704	mid	mid
early_warning	PA	COVID-19	3	52	0.0987731127149115	0.155791607556824	0.0570184948419125	0	170	82.0	88.02941176470588	65.9	125.0	0.2679458275169931	0.25046226956506246	mid	high
early_warning	PA	Influenza	3	52	0.0996584293766573	0.1076640565481613	0.008005627171504007	0	170	18.0	37.23529411764706	10.900000000000002	68.1	0.0353339546476402	0.07057498641664729	low	mid
early_warning	PA	RSV	3	52	0.2096431594573208	0.152391979299627	-0.05725118015769379	1	170	13.5	30.923529411764704	6.0	60.0	0.0319541850726485	0.057062467038492166	low	low
early_warning	RI	COVID-19	3	52	0.1004811742833564	0.1286335805869219	0.028152406303565497	0	170	17.0	17.41764705882353	14.0	22.0	0.3913810207106365	0.36218456658421877	high	mid
early_warning	RI	Influenza	3	52	0.4886195149723873	0.4540846519401159	-0.034534863032271435	1	95	20.0	17.54736842105263	6.4	22.0	0.3553273231736039	0.3209786617785932	high	mid
early_warning	RI	RSV	3	52	0.8242439434561077	0.5014316019587365	-0.32281234149737126	1	95	20.0	17.49473684210526	6.0	22.0	0.3553273231736039	0.3209786617785932	high	mid
early_warning	SC	COVID-19	3	52	0.1210873766125801	0.1721326112202616	0.05104523460768151	0	170	26.0	26.44705882352941	11.900000000000002	41.0	0.0849475805880603	0.09088381652525532	low	mid
early_warning	SC	Influenza	3	52	0.9717585200771968	0.9892453812726768	0.01748686119548004	0	118	33.0	26.06779661016949	5.0	43.0	0.07466676736732289	0.0635361387480097	low	high
early_warning	SC	RSV	3	52	0.2833914764689595	0.3267114065010291	0.043319930032069576	0	118	33.0	26.06779661016949	5.0	43.0	0.07466676736732289	0.0635361387480097	low	high
early_warning	SD	COVID-19	3	52	0.582889402836815	0.9562748320937208	0.37338542925690577	0	170	5.0	5.758823529411765	4.0	8.0	0.0374685374487011	0.1543399910645965	low	low
early_warning	SD	Influenza	3	52	0.8461474389052643	0.7849345655071115	-0.061212873398152845	1	152	5.0	4.8618421052631575	3.0	7.0	0.0220403161462948	0.098391161322818	low	low
early_warning	SD	RSV	3	52	0.4397925209586011	0.901695605368226	0.4619030844096249	0	154	5.0	4.954545454545454	3.0	7.0	0.0220403161462948	0.09739959190494106	low	low
early_warning	TN	COVID-19	3	52	0.1364350653860332	0.2375609753841946	0.1011259099981614	0	170	7.5	11.74705882352941	6.0	27.0	0.09154258975206975	0.1570454494353967	low	low
early_warning	TN	Influenza	3	52	0.2910357694435664	0.2807061885249106	-0.010329580918655823	1	147	6.0	6.26530612244898	4.0	10.0	0.0566060458370286	0.06811354473113372	low	low
early_warning	TN	RSV	3	52	0.1065838704219813	0.6305169028351836	0.5239330324132023	0	147	6.0	6.469387755102041	5.0	10.0	0.0566060458370286	0.06888369501463071	low	low
early_warning	TX	COVID-19	3	52	0.1549767422070703	0.2091435851875358	0.05416684298046551	0	170	106.5	113.44117647058823	79.0	155.0	0.17994950647307723	0.2141235826023909	mid	high
early_warning	TX	Influenza	3	52	0.1551804254632622	0.2223595758461902	0.06717915038292802	0	170	72.0	73.12941176470588	36.900000000000006	109.0	0.1600175285732041	0.18866216245475997	mid	high
early_warning	TX	RSV	3	52	0.0876870196686235	0.4381377585301307	0.35045073886150724	0	170	72.0	74.68823529411765	41.0	109.0	0.1600175285732041	0.1913681665840249	mid	high
early_warning	UT	COVID-19	3	52	0.1169191103212608	0.1569163845062956	0.039997274185034806	0	170	67.0	61.38823529411765	36.900000000000006	70.0	0.8450292733816364	0.8416902193593171	high	high
early_warning	UT	Influenza	3	52	0.1176193933189763	0.2470637135655662	0.1294443202465899	0	170	5.0	28.94705882352941	4.0	70.0	0.2107695269123207	0.4882505655880174	mid	low
early_warning	UT	RSV	3	52	0.0995757585293349	0.2121918509322535	0.11261609240291862	0	170	5.0	29.123529411764707	5.0	70.0	0.2107695269123207	0.4900452711442021	mid	low
early_warning	VA	COVID-19	3	52	0.0913795309967817	0.1066827136884556	0.015303182691673897	0	170	56.0	55.8235294117647	50.0	66.0	0.42176901772165276	0.38854147254886867	high	high
early_warning	VA	Influenza	3	52	0.0920974620475984	0.1044724458666081	0.0123749838190097	0	170	43.0	41.917647058823526	33.0	55.0	0.4121253232274613	0.35391551970907886	high	high
early_warning	VA	RSV	3	52	0.0732898167217636	0.0799304171325407	0.006640600410777103	0	170	43.0	37.55294117647059	9.0	55.0	0.4031692660798123	0.2999751405334585	high	high
early_warning	VT	COVID-19	3	52	0.2085221693649787	0.3177719403105788	0.10924977094560012	0	170	12.0	12.394117647058824	8.0	20.0	0.0803577775511276	0.09456219646531222	low	low
early_warning	VT	Influenza	3	52	0.2268651380069125	0.2727903788763702	0.045925240869457706	0	162	11.0	9.845679012345679	6.0	12.900000000000006	0.0712402604828266	0.07332742593014219	low	low
early_warning	VT	RSV	3	52	0.159535836169693	0.5636997152905218	0.40416387912082874	0	162	11.0	10.11111111111111	7.0	12.900000000000006	0.0712402604828266	0.07453698981825745	low	low
early_warning	WA	COVID-19	3	52	0.0872691665636989	0.0895751206251936	0.002305954061494697	0	170	53.0	51.029411764705884	42.0	58.099999999999994	0.3007164939721979	0.296063946970743	mid	high
early_warning	WA	Influenza	3	52	0.1211609951534344	0.1229870349028932	0.001826039749458802	0	138	53.0	50.64492753623188	40.400000000000006	59.0	0.3007164939721979	0.2904515101429116	mid	high
early_warning	WA	RSV	3	52	0.173294178159786	0.3623632625219006	0.1890690843621146	0	138	18.0	26.60144927536232	3.0	58.0	0.09900659099737	0.14347414562647115	low	mid
early_warning	WI	COVID-19	3	52	0.1664684745212266	0.2333481479291864	0.0668796734079598	0	170	85.0	84.65294117647059	80.0	88.0	0.3940528214304553	0.45754160221298207	high	high
early_warning	WI	Influenza	3	52	0.1678222196220082	0.174764400141973	0.0069421805199648134	0	170	47.0	40.629411764705885	14.000000000000021	50.0	0.3541603267154386	0.29580391894314173	high	high
early_warning	WI	RSV	3	52	0.1355307314316042	0.1425152801092594	0.006984548677655189	0	170	47.0	40.73529411764706	14.000000000000021	50.0	0.3541603267154386	0.29580391894314173	high	high
early_warning	WV	COVID-19	3	52	0.4496769975267927	0.4599846707302071	0.010307673203414414	0	170	43.5	54.65294117647059	29.0	110.0	0.2188112392619546	0.2164855609428327	mid	high
early_warning	WV	Influenza	3	52	0.5764001080616529	0.5524322715916752	-0.023967836469977688	1	155	20.0	18.593548387096774	3.0	34.0	0.1258127513181992	0.12841760418090015	low	mid
early_warning	WV	RSV	3	52	0.3528549503770457	0.3576740767123434	0.004819126335297741	0	156	23.0	20.25	3.0	34.0	0.13951122739717706	0.13092850484612503	low	mid
early_warning	WY	COVID-19	3	52	0.2872370307477035	0.2689996602416739	-0.018237370506029638	1	170	17.0	13.758823529411766	5.900000000000002	20.0	0.24687884724680925	0.22187907197728168	mid	mid
early_warning	WY	Influenza	3	52	0.3327036552706667	0.4263416871351431	0.09363803186447639	0	139	11.0	10.028776978417266	6.0	12.0	0.2122263679242853	0.19237877280254684	mid	low
early_warning	WY	RSV	3	52	0.3756389416843888	0.4911369860847047	0.11549804440031586	0	139	11.0	10.02158273381295	6.0	12.0	0.2122263679242853	0.19237877280254684	mid	low
early_warning	AK	COVID-19	4	52	0.2511094195238682	0.3231215601773211	0.07201214065345285	0	170	10.0	9.776470588235295	5.0	15.0	0.5980649879163688	0.5493802591540322	high	low
early_warning	AK	Influenza	4	52	0.3961221887989408	0.5128000990932527	0.11667791029431196	0	150	9.0	9.046666666666667	3.0	15.099999999999994	0.4240824459770614	0.5012781373719031	high	low
early_warning	AK	RSV	4	52	0.2753289975601217	0.7770257294961275	0.5016967319360057	0	150	9.0	9.066666666666666	3.0	16.0	0.4240824459770614	0.497898164031103	high	low
early_warning	AL	COVID-19	4	52	0.2284322219883722	0.2726127627204451	0.04418054073207289	0	170	21.5	26.011764705882353	16.0	43.0	0.1232609782871953	0.10983594968704036	low	mid
early_warning	AL	Influenza	4	52	0.2294216356377947	0.3814702213242625	0.1520485856864678	0	170	18.0	23.13529411764706	10.900000000000002	43.0	0.1232609782871953	0.10520226202571059	low	mid
early_warning	AL	RSV	4	52	0.1411082214151913	0.5730855117875295	0.43197729037233823	0	170	18.5	24.03529411764706	13.0	43.0	0.1232609782871953	0.10643614385170212	low	mid
early_warning	AR	COVID-19	4	52	0.2602670715639379	0.4156444937197793	0.15537742215584138	0	170	15.0	18.794117647058822	10.900000000000002	40.0	0.047825942950576	0.0592490820780473	low	mid
