subset	context	pathogen	horizon_weeks	comparison	n_states	mean_delta_rmse	median_delta_rmse	frac_negative_delta_rmse	mean_delta_mae	median_delta_mae	mean_delta_mape	median_delta_mape
geo_matched_state	with_current_y	COVID-19	2	ridge_fusion_minus_ridge_ar	51.0	1.0650646996871282	0.5659229034108777	0.09803921568627451	0.7019503736073093	0.4900896707033069	0.008018954040951338	0.0062009405892471
geo_matched_state	with_current_y	COVID-19	2	ridge_fusion_minus_ridge_ww_only	51.0	-18.395973799696385	-14.515371695381544	0.9607843137254902	-15.962365402260838	-13.029551003528525	-0.14941426174234765	-0.1391760744614208
geo_matched_state	with_current_y	COVID-19	3	ridge_fusion_minus_ridge_ar	51.0	1.5967361136566949	0.9093672297538796	0.0784313725490196	0.9969296124789532	0.6375705785647412	0.011551196894191885	0.0088939611023413
geo_matched_state	with_current_y	COVID-19	3	ridge_fusion_minus_ridge_ww_only	51.0	-16.437220265417885	-12.740006350031278	0.9607843137254902	-14.33356349259564	-11.833572834709445	-0.13411333984506338	-0.1292142065654019
geo_matched_state	with_current_y	COVID-19	4	ridge_fusion_minus_ridge_ar	51.0	2.182603897914053	1.4792392362313525	0.058823529411764705	1.3123250429752102	1.0292130880182988	0.015429291743355575	0.0104906597976754
geo_matched_state	with_current_y	COVID-19	4	ridge_fusion_minus_ridge_ww_only	51.0	-14.43299504817462	-10.944962397596344	0.9411764705882353	-12.719081239176871	-10.38091496296386	-0.11817337011844445	-0.1147958632400347
geo_matched_state	with_current_y	Influenza	1	ridge_fusion_minus_ridge_ar	49.0	0.8187779416233671	0.2589003733114516	0.16326530612244897	0.6588957940798692	0.2592615608537372	0.0057785471592435	0.0049330748850851
geo_matched_state	with_current_y	Influenza	1	ridge_fusion_minus_ridge_ww_only	49.0	-21.65536571050995	-16.730163140305937	1.0	-17.723718980513812	-14.117545939571238	-0.167193151588024	-0.1616145485485706
geo_matched_state	with_current_y	Influenza	2	ridge_fusion_minus_ridge_ar	49.0	1.4491815538337107	0.3695206579163068	0.14285714285714285	1.1637959754943739	0.3541621714877525	0.01017847574505851	0.0067876154025933
geo_matched_state	with_current_y	Influenza	2	ridge_fusion_minus_ridge_ww_only	49.0	-17.877252402896524	-10.288028635252289	1.0	-14.613667063861802	-8.500591345009632	-0.13495752852734821	-0.1315406841315639
geo_matched_state	with_current_y	Influenza	3	ridge_fusion_minus_ridge_ar	49.0	2.0543517792217543	0.5002378054597307	0.1836734693877551	1.6396159728245205	0.4483434713945211	0.013679075756674876	0.0087145727080595
geo_matched_state	with_current_y	Influenza	3	ridge_fusion_minus_ridge_ww_only	49.0	-14.37268513764428	-7.92544990171332	0.8571428571428571	-11.81829881843567	-7.128294985460843	-0.10617119951392204	-0.1075613989175197
geo_matched_state	with_current_y	Influenza	4	ridge_fusion_minus_ridge_ar	49.0	2.640995799600004	0.5876259124384431	0.1836734693877551	2.136210839297981	0.443875310037134	0.016977715185408648	0.009773869030599
geo_matched_state	with_current_y	Influenza	4	ridge_fusion_minus_ridge_ww_only	49.0	-11.26857183383729	-6.488250623858865	0.7755102040816326	-9.357747570782282	-5.859576390705802	-0.08214907448213894	-0.0885694424645646
geo_matched_state	with_current_y	RSV	1	ridge_fusion_minus_ridge_ar	49.0	1.9945149167057534	0.5951419933738207	0.14285714285714285	1.6085986379217778	0.4793846436215128	0.01378968882238561	0.0091475590829274
geo_matched_state	with_current_y	RSV	1	ridge_fusion_minus_ridge_ww_only	49.0	-73.02872507144437	-55.6011476859504	1.0	-69.49027506986896	-51.53406571385764	-0.6538407389181387	-0.6936584005512638
geo_matched_state	with_current_y	RSV	2	ridge_fusion_minus_ridge_ar	49.0	3.6258052399056484	0.8628084542231793	0.12244897959183673	2.8406879631275905	0.780111220846742	0.025078092112311105	0.0166532194351897
geo_matched_state	with_current_y	RSV	2	ridge_fusion_minus_ridge_ww_only	49.0	-69.8471437654252	-53.77399991772426	1.0	-66.35869252875354	-49.89409095941545	-0.6234635024244596	-0.65701867431003
geo_matched_state	with_current_y	RSV	3	ridge_fusion_minus_ridge_ar	49.0	5.43992388767576	1.3524685202571396	0.16326530612244897	4.151878813701568	1.215662230402668	0.03669343525057968	0.0240748339877903
geo_matched_state	with_current_y	RSV	3	ridge_fusion_minus_ridge_ww_only	49.0	-66.65304373589738	-52.60370309314722	1.0	-63.214361664376014	-48.41897557676271	-0.5930905114988025	-0.6337237423655447
geo_matched_state	with_current_y	RSV	4	ridge_fusion_minus_ridge_ar	49.0	7.726224558427085	2.07881452538392	0.16326530612244897	5.840985038774824	1.7741860245094188	0.049627582736829434	0.0392493737113791
geo_matched_state	with_current_y	RSV	4	ridge_fusion_minus_ridge_ww_only	49.0	-62.66967081249093	-48.48619038896937	1.0	-59.375852607151785	-47.22344922284268	-0.5584436983838084	-0.5891195069119954
