subset	context	county_fips	pathogen	ed_source_id	horizon_weeks	comparison	delta_rmse	delta_mae	delta_mape	interpretation
high_fidelity	with_current_ed	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	-2.239332106740888e-05	-6.330788965031215e-05	-0.05478283037761025	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.004736990390984431	-0.00404271289694056	-1.8351248773747193	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	-0.00015957362444921509	-0.000244746793260274	-0.09295377558237294	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.0038291099885921645	-0.0033398536054508165	-1.5379410701221279	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	-2.9293109181289557e-05	-0.00022178457171013154	-0.12639127079909895	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.0036263368345547946	-0.0031797731355299717	-1.350984195478616	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	-0.00025869731497028337	-0.000497674842009588	-0.23577852115923392	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.0028022740344930933	-0.0025638308217364836	-1.083168122034683	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	-5.339536799233574e-05	-0.0005006177641338114	-0.28968428605605734	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	-0.002627639422181049	-0.002595478629171478	-1.1065772852906373	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	-0.00036319602458070345	-0.0008261088191552062	-0.45179561437117055	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	-0.0019078987876775194	-0.0019772328105355516	-0.8603395541258363	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-0.0001588982914547477	-0.0007192135441867233	-0.4551613942890367	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.0017774823456488129	-0.0017334670158126852	-0.7812380586291054	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-0.0005527651963674312	-0.001246788716312109	-0.7076108650892046	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.0011584652035459171	-0.0012776869008379373	-0.6055335050465906	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	-1.813689741194703e-05	5.755233506646654e-05	0.09343546655762769	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.0013943494899106325	-0.0020749156946294894	-1.1309163621864158	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	-0.0011223254596420002	-0.0010013792978601872	-0.23548037034124536	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	0.0022434680761700045	0.0007343197169591567	-0.610341570287515	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	-0.00014115989445709874	-0.0003161996728388485	0.05062016229640243	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	0.0016719795207163143	0.00036032524520368796	-0.685357217769839	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	-0.0013519892438825874	-0.0015035771764610427	-0.27698420528735657	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	0.0018365544455676164	0.00041681006100662086	-0.34064650459860335	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	-0.00029139477725223344	-0.0008210692779847574	-0.07812007796274778	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	0.0013837510101445821	-0.00016792028453342135	-0.630869434950992	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	-0.0011430615777673937	-0.0015667115577996122	-0.2879630455944766	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	0.000560060358209968	0.00015571348823460555	-0.3740374155986612	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-0.000182908403981389	-0.0006831005994898855	-0.09210939533977891	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	0.0006866147677235066	-0.00012111346633182814	-0.6775688417843968	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-0.0007515571343934182	-0.0011477375300741922	-0.19490229378922663	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	0.00033032284353658875	9.890986246787262e-05	-0.4864139127913547	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	-2.3891914570988446e-05	-1.4688283937106688e-05	-0.15985137875534527	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.0003563452699035869	-0.0003588348904184285	-2.0501868295224424	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	-6.370214162461937e-05	-5.8452734481584346e-05	-0.24136357639249995	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-6.248816209805717e-05	-0.00011565222293527359	-1.4364958944658943	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	-5.8949582713080785e-05	-3.608073067036229e-05	-0.005783528775415547	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.00025439636644585743	-0.00024074128747936404	-2.128451958394982	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	-0.00011124430234528589	-6.44413067498595e-05	-0.21617934071901956	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.00013985257136398584	-9.695149840151338e-05	-1.2169015678680766	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	-6.645560513491504e-05	-2.3467888731633206e-05	0.036263313659373964	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	-0.0003679188906294006	-0.0002954023257439644	-2.7399640296733407	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	-0.0001222265345619221	-3.504872302311575e-05	0.401303696545833	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	-0.00018913850105199714	-0.00011503256137607382	-1.6291776973901229	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-3.451637129123827e-05	2.130289852746289e-05	0.29748071970593104	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.000374061847103642	-0.00029502140215237316	-2.0629415151637316	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-9.492285433184257e-05	-1.7759419868364906e-05	0.2655557448549484	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48113	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.00014751024177045305	-0.00010096297919191875	-1.54323095977246	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	-6.742116242996078e-05	-0.00013281427740386483	-0.10790936831748221	Negative delta indicates fusion improves over AR baseline.
