subset	context	county_fips	pathogen	ed_source_id	horizon_weeks	comparison	delta_rmse	delta_mae	delta_mape	interpretation
high_fidelity	with_current_ed	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.008073664680411622	-0.00703465440886452	-4.618479944574505	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	-0.00012412746267656712	-0.00016883627442328196	-0.10842081020696792	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.006953645074043787	-0.006237463277524743	-4.302601855201159	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	-0.00021404577019197134	-0.00036750177671094047	-0.26770490396548435	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.006123142433344123	-0.005791741404453517	-3.8728421450547006	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	-0.0003228561853835768	-0.0004518600515996617	-0.30758605783404724	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.005091209374170095	-0.004915677442318564	-3.5248736933377645	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	-0.0004262247964271159	-0.000655391950299484	-0.46533942802397443	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	-0.004016781491764111	-0.004309388406904827	-2.8850432033360898	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	-0.0005924013509220165	-0.0008029004729335062	-0.5390464821601948	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	-0.0030930269182075252	-0.003544954461907053	-2.549483320555611	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-0.0006080568551768157	-0.0009066953198353404	-0.6191870865008475	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.0020876477956703714	-0.002597833651756541	-1.8011365661742167	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-0.0008194177164654731	-0.001137849768374753	-0.7385813179854741	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.0013526479772042327	-0.0018995882672589808	-1.498756289619225	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	3.9375203261976174e-05	0.0004132161772471806	0.028687265304209453	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.00467891888019191	-0.004071934816362093	-0.5926443966896311	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	-0.00013792758290018942	0.00037224600717579524	0.03146725767067693	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	6.706721574750718e-05	-0.0009193902314143035	-0.3398190738828125	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	-0.00021121533947827086	0.0004755204902441917	0.08558104985975856	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.0009243838011333706	-0.002191277946552316	-0.43060670251136046	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	-0.000408115509454415	0.0006924843835341074	0.0939985666039278	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	0.0013373334211623789	-0.0004984896242459062	-0.192450340530803	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	-0.0007725354930937303	0.0005241520002652565	0.11196835069987943	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	0.00044594459994449706	-0.0012171950360699811	-0.28108999586221894	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	-0.0004865722436280164	8.294167517234295e-05	0.08594851639407453	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	0.0006909097572598572	-0.00022844234655731814	-0.08215555293525645	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-3.881290953244507e-05	0.00021720541835201952	0.10776447960883617	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.0008047134842109737	-0.0011897607869244178	-0.16450839425832475	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	0.0005154876631377273	0.0005986359253635463	0.1429979561168626	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	Influenza	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	0.0006180651548796014	0.0005920626648141386	0.05415047503627979	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	0.0004358461527260354	0.00027292736240948183	0.10369564845829038	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.0012932667586127982	-0.0011139458511833082	-1.0444658777732043	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	0.0006398016585181555	0.0004680597677362494	0.17640063512062598	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.0005301527190398336	-0.000463723613653878	-0.5119489736783269	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	0.000545230643552642	0.0004518259474727048	0.2672742948937221	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.0008869320488127902	-0.0007519903024752652	-0.9054236374654898	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	0.0006664773773476127	0.0005316164570298612	0.3437994850694124	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.0003249955284476227	-0.000274342620248242	-0.4221388214353945	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	0.00044317295473415884	0.0005131540629199224	0.402529436277117	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	-0.0007578876592325714	-0.000669189015800022	-0.7790242459975483	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	0.0004171561580001925	0.0004946858812105012	0.49823845967248004	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	-0.00036504031808639453	-0.000348971049541407	-0.3830122184806357	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	0.0003973725336306939	0.0005137815318782329	0.3184621812664037	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.0008641763122306336	-0.0007938845280143249	-0.6853732970711266	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	0.0003413033558277369	0.0005144703361158374	0.4453098492799601	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48201	RSV	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.000543700419378432	-0.0004907779149421732	-0.3434121005048856	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	0.00013703588407094187	0.00014811048254812073	0.14553427006203423	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.0067292706112036735	-0.00467214313621466	-4.693925740465238	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ar	0.0004773482065973593	0.0002882515668236295	0.5064957138225945	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	1	ridge_fusion_minus_ridge_ww_only	-0.005287521396607141	-0.00362308628791411	-3.848838566423833	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	0.00014677217795182372	8.85845981639646e-05	0.2373894084072956	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.005242457865286613	-0.003604152983020354	-3.760332055957395	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ar	0.0003388445871364337	7.85989147348426e-05	0.5070160232477614	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	2	ridge_fusion_minus_ridge_ww_only	-0.003985426054626418	-0.00267762285194543	-2.988633578532588	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	1.633973694949555e-05	-0.0001777771932798657	0.2124929073092079	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	-0.003857129740187377	-0.0026482184226360285	-2.9596459582326666	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ar	0.00016769992149682708	-0.00026037657882781434	0.35400593087749765	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	3	ridge_fusion_minus_ridge_ww_only	-0.0028229465030878333	-0.0019465423720796222	-2.2822158208014818	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	with_current_ed	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-0.00028003059397649615	-0.0005752020766242308	-0.1464554191248406	Negative delta indicates fusion improves over AR baseline.
high_fidelity	with_current_ed	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.002533782244363806	-0.001805057439988237	-2.009544429167069	Negative delta indicates adding AR structure improves over wastewater-only.
high_fidelity	early_warning	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ar	-0.00023191667811676454	-0.0007556822297237723	-0.07809384598559266	Negative delta indicates fusion improves over AR baseline.
high_fidelity	early_warning	48453	COVID-19	TX_DSHS_RESP_ED_VISITS_GRAPH3	4	ridge_fusion_minus_ridge_ww_only	-0.001784784970521736	-0.001279201636816807	-1.491296065352382	Negative delta indicates adding AR structure improves over wastewater-only.
