subset	context	pathogen	horizon_weeks	comparison	n_states	mean_delta_rmse	median_delta_rmse	frac_negative_delta_rmse	mean_delta_mae	median_delta_mae	mean_delta_mape	median_delta_mape
geo_matched_state	early_warning	COVID-19	10	ridge_fusion_minus_ridge_ww_only	50.0	-0.1100238896046649	-0.0900621335467029	0.92	-0.10386080140648478	-0.08288587518381496	-0.04746224219319957	-0.0426723362015543
geo_matched_state	early_warning	COVID-19	11	ridge_fusion_minus_ridge_ar	50.0	0.16583179169858073	0.10258851284620296	0.04	0.12876517114033842	0.06009177567547285	0.057376506240933	0.04369792614390475
geo_matched_state	early_warning	COVID-19	11	ridge_fusion_minus_ridge_ww_only	50.0	-0.09094127437883814	-0.07714839246043415	0.84	-0.08671881752159355	-0.05746859559764105	-0.04002275943417719	-0.0381651831387081
geo_matched_state	early_warning	COVID-19	12	ridge_fusion_minus_ridge_ar	50.0	0.18170731533241713	0.1058905136101507	0.04	0.14553773750829768	0.07519688788600855	0.06449050904462104	0.0500092368627114
geo_matched_state	early_warning	COVID-19	12	ridge_fusion_minus_ridge_ww_only	50.0	-0.0733085187635814	-0.06268051897661009	0.86	-0.07107816574572565	-0.04825136044516525	-0.03300073470339045	-0.029702537233088848
geo_matched_state	early_warning	Influenza	1	ridge_fusion_minus_ridge_ar	49.0	0.0228876212979049	0.0131650155202872	0.061224489795918366	0.017750302755358195	0.013708367674405	0.009889912201701944	0.0082369210692737
geo_matched_state	early_warning	Influenza	1	ridge_fusion_minus_ridge_ww_only	49.0	-0.35108970437104	-0.2772651443835908	1.0	-0.28596321310992545	-0.2144807579389125	-0.13507047036683067	-0.136317562787764
geo_matched_state	early_warning	Influenza	2	ridge_fusion_minus_ridge_ar	49.0	0.028417486706912274	0.0198290504927018	0.16326530612244897	0.0223161930056912	0.016547327552585	0.013038338374002213	0.0100117907780399
geo_matched_state	early_warning	Influenza	2	ridge_fusion_minus_ridge_ww_only	49.0	-0.28439546232324053	-0.2120613153091584	0.8979591836734694	-0.23082564743215578	-0.1680205793989564	-0.1075296499132898	-0.1079973316011436
geo_matched_state	early_warning	Influenza	3	ridge_fusion_minus_ridge_ar	49.0	0.03330500176268849	0.0239389692296208	0.20408163265306123	0.02551032708124243	0.0164126611665784	0.015383341465537383	0.010559822310884
geo_matched_state	early_warning	Influenza	3	ridge_fusion_minus_ridge_ww_only	49.0	-0.22462224295471858	-0.1748727190197374	0.7959183673469388	-0.18394286663709822	-0.1416077223835442	-0.08423872568206654	-0.0883648178340835
geo_matched_state	early_warning	Influenza	4	ridge_fusion_minus_ridge_ar	49.0	0.03780870259444167	0.0167646099290258	0.20408163265306123	0.029484444199683338	0.0137038925636184	0.017655564379129823	0.0104622868184239
geo_matched_state	early_warning	Influenza	4	ridge_fusion_minus_ridge_ww_only	49.0	-0.18049168437510982	-0.145948730285109	0.7755102040816326	-0.15010653253116382	-0.1206186040027922	-0.06779721318165763	-0.0749740834995731
geo_matched_state	early_warning	Influenza	5	ridge_fusion_minus_ridge_ar	49.0	0.04627344806825677	0.0235568717662235	0.20408163265306123	0.03777030107636727	0.0193441514962587	0.021700662800395534	0.0130879893495296
geo_matched_state	early_warning	Influenza	5	ridge_fusion_minus_ridge_ww_only	49.0	-0.1411455394785179	-0.1145013788921981	0.7755102040816326	-0.11892973137630312	-0.0988313175402078	-0.05345240457643061	-0.0623337425011372
geo_matched_state	early_warning	Influenza	6	ridge_fusion_minus_ridge_ar	49.0	0.05903662084952647	0.0371850400162783	0.20408163265306123	0.05083478716465925	0.029775569613676	0.028010534884288847	0.0199153042167706
geo_matched_state	early_warning	Influenza	6	ridge_fusion_minus_ridge_ww_only	49.0	-0.10928984978260226	-0.0896032110121761	0.7551020408163265	-0.09316476548878268	-0.0843747192779842	-0.042314016289574555	-0.052224515752483
geo_matched_state	early_warning	Influenza	7	ridge_fusion_minus_ridge_ar	49.0	0.07562080125791837	0.0514862289051991	0.1836734693877551	0.06561995679232803	0.0417894862978179	0.03566326310941639	0.026118972237485
geo_matched_state	early_warning	Influenza	7	ridge_fusion_minus_ridge_ww_only	49.0	-0.08732168582401433	-0.0729245936787275	0.7551020408163265	-0.07605660924453661	-0.0690942748675902	-0.035004638748147604	-0.0410018866755875
geo_matched_state	early_warning	Influenza	8	ridge_fusion_minus_ridge_ar	49.0	0.09697120471911239	0.0611977046531442	0.14285714285714285	0.08367333936728923	0.0508030876297886	0.04538651253363841	0.0310029560398586
geo_matched_state	early_warning	Influenza	8	ridge_fusion_minus_ridge_ww_only	49.0	-0.07241236031504074	-0.0597660543345479	0.7346938775510204	-0.06595748161651684	-0.0511179214866507	-0.03014787043999078	-0.0335514948696919
geo_matched_state	early_warning	Influenza	9	ridge_fusion_minus_ridge_ar	49.0	0.11654658333449053	0.0721370038542058	0.10204081632653061	0.09928140169296013	0.0613694784368655	0.054340057253169975	0.0392967149037258
geo_matched_state	early_warning	Influenza	9	ridge_fusion_minus_ridge_ww_only	49.0	-0.06138362001443731	-0.0482207568986489	0.7346938775510204	-0.05649140741918116	-0.0431287478023637	-0.025400640386262097	-0.026694963443233
geo_matched_state	early_warning	Influenza	10	ridge_fusion_minus_ridge_ar	49.0	0.1313658691187474	0.0809672879525694	0.14285714285714285	0.1104818806949882	0.0746219557760757	0.06115013617957443	0.0487058762220614
geo_matched_state	early_warning	Influenza	10	ridge_fusion_minus_ridge_ww_only	49.0	-0.052974356116462167	-0.0383438550573541	0.7346938775510204	-0.04819009779695426	-0.0337329752754292	-0.02116008907136909	-0.0202140086543302
geo_matched_state	early_warning	Influenza	11	ridge_fusion_minus_ridge_ar	49.0	0.14574406349406913	0.1046834243968777	0.14285714285714285	0.12037081877101845	0.0833099642841049	0.06683753120309685	0.0595677599182783
geo_matched_state	early_warning	Influenza	11	ridge_fusion_minus_ridge_ww_only	49.0	-0.045322449367379766	-0.0319016550748092	0.7346938775510204	-0.04058682485797851	-0.0251863800161806	-0.01757878149163	-0.0152583713980362
geo_matched_state	early_warning	Influenza	12	ridge_fusion_minus_ridge_ar	49.0	0.15018736813679762	0.0977707192060143	0.12244897959183673	0.12279583477593381	0.0901473219659482	0.06909278197003252	0.0475574991149825
geo_matched_state	early_warning	Influenza	12	ridge_fusion_minus_ridge_ww_only	49.0	-0.04127584262363321	-0.0227155275971318	0.7755102040816326	-0.03454886294110962	-0.0169811492760137	-0.014716035395480189	-0.0109491432201413
geo_matched_state	early_warning	RSV	1	ridge_fusion_minus_ridge_ar	49.0	0.06003849137669738	0.0402112328471355	0.10204081632653061	0.04811075929309796	0.0347344762810955	0.026065652224636256	0.0200990537868716
geo_matched_state	early_warning	RSV	1	ridge_fusion_minus_ridge_ww_only	49.0	-1.331669294681967	-1.1123118297904555	1.0	-1.2657112994619732	-1.0766083803493638	-0.6259167245515515	-0.6572645145588735
geo_matched_state	early_warning	RSV	2	ridge_fusion_minus_ridge_ar	49.0	0.08752130715378267	0.0559329999829577	0.10204081632653061	0.06864061616060373	0.046427626140487	0.036793778313317704	0.0265283057803517
geo_matched_state	early_warning	RSV	2	ridge_fusion_minus_ridge_ww_only	49.0	-1.277430776747819	-1.0763942592788704	1.0	-1.2086340906325452	-1.0169312036747846	-0.5969135193778102	-0.626096638704918
geo_matched_state	early_warning	RSV	3	ridge_fusion_minus_ridge_ar	49.0	0.11854310048692623	0.0792325945079129	0.12244897959183673	0.09321952987385725	0.0680283067457735	0.049264158671756444	0.0363458218626773
geo_matched_state	early_warning	RSV	3	ridge_fusion_minus_ridge_ww_only	49.0	-1.2159241978761104	-0.95426152233675	1.0	-1.1468008182110574	-0.919865331843574	-0.5645538089992894	-0.6061714152921414
geo_matched_state	early_warning	RSV	4	ridge_fusion_minus_ridge_ar	49.0	0.14977691433640833	0.1036992123881451	0.16326530612244897	0.11742689505920326	0.0859243211841181	0.06074674034034864	0.0463234728014589
geo_matched_state	early_warning	RSV	4	ridge_fusion_minus_ridge_ww_only	49.0	-1.1529153050889047	-0.8888281117758611	0.9795918367346939	-1.0845965156729311	-0.8535157871566854	-0.5312076174914833	-0.559836615298267
geo_matched_state	early_warning	RSV	5	ridge_fusion_minus_ridge_ar	49.0	0.17975282257098088	0.1202540475199986	0.16326530612244897	0.13978597968760187	0.1000938733868208	0.0714106182002187	0.0524088181256637
geo_matched_state	early_warning	RSV	5	ridge_fusion_minus_ridge_ww_only	49.0	-1.0914078297741105	-0.8301341319007214	0.9795918367346939	-1.023925490017872	-0.8050095436442981	-0.4983170840110178	-0.5261990023284562
geo_matched_state	early_warning	RSV	6	ridge_fusion_minus_ridge_ar	49.0	0.20478549898709392	0.1765113151780882	0.16326530612244897	0.15805247266712022	0.1402632667918499	0.08039577773096108	0.0725535368673246
geo_matched_state	early_warning	RSV	6	ridge_fusion_minus_ridge_ww_only	49.0	-1.0399646974500918	-0.7363897741175839	0.9795918367346939	-0.972362135647441	-0.7597816928229654	-0.47066109420565133	-0.4991589883640996
geo_matched_state	early_warning	RSV	7	ridge_fusion_minus_ridge_ar	49.0	0.2293769008702673	0.1967356018117051	0.14285714285714285	0.17664027650611483	0.1486913247634632	0.09074887901618245	0.0867996272902824
geo_matched_state	early_warning	RSV	7	ridge_fusion_minus_ridge_ww_only	49.0	-0.9897904760333093	-0.675958622589699	0.9591836734693877	-0.9185318193975167	-0.6584717044011494	-0.441218928061977	-0.4761423492934497
geo_matched_state	early_warning	RSV	8	ridge_fusion_minus_ridge_ar	49.0	0.2545955491929572	0.2107461805118609	0.12244897959183673	0.19531708126240435	0.16703557994973	0.10248471452322244	0.1043008106192234
geo_matched_state	early_warning	RSV	8	ridge_fusion_minus_ridge_ww_only	49.0	-0.9456322842927625	-0.6659672217281379	0.9591836734693877	-0.8732795431231545	-0.6210822955829282	-0.41701318160919404	-0.4601214868339448
geo_matched_state	early_warning	RSV	9	ridge_fusion_minus_ridge_ar	49.0	0.2644124826223085	0.2179547784847296	0.12244897959183673	0.20357398070364682	0.1598990605100423	0.10884531279413115	0.0998408318652252
geo_matched_state	early_warning	RSV	9	ridge_fusion_minus_ridge_ww_only	49.0	-0.9137727381535511	-0.6586207901391793	0.9591836734693877	-0.8382100352759114	-0.5890695255184933	-0.3984325829751114	-0.4448650210875963
geo_matched_state	early_warning	RSV	10	ridge_fusion_minus_ridge_ar	49.0	0.2718172481991034	0.2223816799958234	0.12244897959183673	0.20881522528145996	0.1717922731006132	0.11396949316201418	0.0961773310496078
geo_matched_state	early_warning	RSV	10	ridge_fusion_minus_ridge_ww_only	49.0	-0.8899082917528075	-0.6426323898376576	0.9387755102040817	-0.8092870592353472	-0.5649709743620632	-0.38233212819536416	-0.4276733594180526
geo_matched_state	early_warning	RSV	11	ridge_fusion_minus_ridge_ar	49.0	0.26990423598727725	0.2319660055696024	0.16326530612244897	0.20717965286837126	0.1744640923831784	0.11473858337333098	0.0854250780005753
geo_matched_state	early_warning	RSV	11	ridge_fusion_minus_ridge_ww_only	49.0	-0.8725210003354463	-0.6041428023458154	0.9387755102040817	-0.7869035192203513	-0.5486363121424799	-0.3709544624123898	-0.4145086173619118
geo_matched_state	early_warning	RSV	12	ridge_fusion_minus_ridge_ar	49.0	0.261987337927157	0.2331951716937859	0.12244897959183673	0.20133773260556895	0.1690369777524309	0.11138022287989822	0.0899019855617394
geo_matched_state	early_warning	RSV	12	ridge_fusion_minus_ridge_ww_only	49.0	-0.861154942538326	-0.61340799986528	0.9387755102040817	-0.7694288048274524	-0.533675878330518	-0.3629056940215512	-0.3948456498927147
geo_matched_state	with_current_y	COVID-19	1	ridge_fusion_minus_ridge_ar	50.0	0.012239312343408073	0.00711035307068625	0.04	0.009666499050423915	0.0061753595718580506	0.0047225337532225	0.00370796557482415
geo_matched_state	with_current_y	COVID-19	1	ridge_fusion_minus_ridge_ww_only	50.0	-0.41636755349946114	-0.3444512208950873	1.0	-0.3598107349264423	-0.29091578348975156	-0.16992200001558916	-0.16700352097523802
geo_matched_state	with_current_y	COVID-19	2	ridge_fusion_minus_ridge_ar	50.0	0.023275402478015083	0.01405253829588075	0.1	0.01605442778743554	0.01113865074707665	0.008179333121770365	0.0062353602753199
geo_matched_state	with_current_y	COVID-19	2	ridge_fusion_minus_ridge_ww_only	50.0	-0.37513969666656655	-0.31075933545951484	0.98	-0.3251825234157205	-0.26638524811015224	-0.15240254697719463	-0.1478324214857321
geo_matched_state	with_current_y	COVID-19	3	ridge_fusion_minus_ridge_ar	50.0	0.036449281658158236	0.020758478815168	0.08	0.023953918402368223	0.01828439270420405	0.011782220832075726	0.008970242238054899
geo_matched_state	with_current_y	COVID-19	3	ridge_fusion_minus_ridge_ww_only	50.0	-0.3358824730156391	-0.26281230726176363	0.98	-0.29310588867554543	-0.21941593435011836	-0.13679560664196466	-0.1322939844520935
geo_matched_state	with_current_y	COVID-19	4	ridge_fusion_minus_ridge_ar	50.0	0.05140478814171317	0.0342245348399034	0.06	0.03244095560095775	0.023609774067821547	0.0157378775782227	0.0105108416905836
geo_matched_state	with_current_y	COVID-19	4	ridge_fusion_minus_ridge_ww_only	50.0	-0.29395942709549167	-0.22373677901743683	0.96	-0.2600047602186309	-0.19044478585069569	-0.12053683752081332	-0.1151464131872012
geo_matched_state	with_current_y	COVID-19	5	ridge_fusion_minus_ridge_ar	50.0	0.06932076453663288	0.04977091596153705	0.06	0.04548747559033698	0.03052118367096165	0.021282230909349043	0.01635805225096485
geo_matched_state	with_current_y	COVID-19	5	ridge_fusion_minus_ridge_ww_only	50.0	-0.25749411086300494	-0.19501109125304916	0.96	-0.22987527450735754	-0.1694971551494479	-0.10578998457692332	-0.09746029557669075
geo_matched_state	with_current_y	COVID-19	6	ridge_fusion_minus_ridge_ar	50.0	0.08711085611537187	0.06073288182572635	0.04	0.05863886310314245	0.0374346547422732	0.027306234558920804	0.020909179682111
geo_matched_state	with_current_y	COVID-19	6	ridge_fusion_minus_ridge_ww_only	50.0	-0.22392882792671367	-0.1702209246424653	0.94	-0.20165371937410168	-0.1537383680563049	-0.09226882268975914	-0.0846241195674294
geo_matched_state	with_current_y	COVID-19	7	ridge_fusion_minus_ridge_ar	50.0	0.10122862815194399	0.0656030899276621	0.04	0.07045620347529168	0.04397415509009625	0.03280737840284653	0.022540158752009
geo_matched_state	with_current_y	COVID-19	7	ridge_fusion_minus_ridge_ww_only	50.0	-0.19744248434544498	-0.14959878744752655	0.94	-0.178784969284773	-0.14009408167523574	-0.0813869626913954	-0.07440194630995195
geo_matched_state	with_current_y	COVID-19	8	ridge_fusion_minus_ridge_ar	50.0	0.11667552670104081	0.07379894782476865	0.02	0.08360791107901891	0.038847643776146995	0.03826553860918893	0.026301290077243203
geo_matched_state	with_current_y	COVID-19	8	ridge_fusion_minus_ridge_ww_only	50.0	-0.17269391363301217	-0.1345029014006695	0.92	-0.15748515937322155	-0.12455873219302516	-0.07162997359272544	-0.06643390755294681
geo_matched_state	with_current_y	COVID-19	9	ridge_fusion_minus_ridge_ar	50.0	0.1320921510625407	0.0814660590522372	0.06	0.09691997187201191	0.042020776995869896	0.04429608738307967	0.035696412253004794
geo_matched_state	with_current_y	COVID-19	9	ridge_fusion_minus_ridge_ww_only	50.0	-0.14963613571245055	-0.1206931777419946	0.92	-0.13739610110882278	-0.1078204992775669	-0.06254241010108062	-0.06106767297081915
geo_matched_state	with_current_y	COVID-19	10	ridge_fusion_minus_ridge_ar	50.0	0.14964550830326834	0.09125250874985386	0.04	0.114596762552807	0.049056384349032256	0.051616808740341386	0.042390108840298105
geo_matched_state	with_current_y	COVID-19	10	ridge_fusion_minus_ridge_ww_only	50.0	-0.1271489159555389	-0.1011639937681654	0.9	-0.11735638483441521	-0.09354255314703785	-0.05364428570939817	-0.0497215425984956
geo_matched_state	with_current_y	COVID-19	11	ridge_fusion_minus_ridge_ar	50.0	0.16572835926779297	0.0978248424815733	0.04	0.13041165950512978	0.05889770908517715	0.05831635657445884	0.043319337135915306
geo_matched_state	with_current_y	COVID-19	11	ridge_fusion_minus_ridge_ww_only	50.0	-0.10644345541623322	-0.0865710116732182	0.86	-0.09915007939036156	-0.06955638841969056	-0.04568658799621358	-0.04469570525116005
geo_matched_state	with_current_y	COVID-19	12	ridge_fusion_minus_ridge_ar	50.0	0.18199394478759143	0.10088733305942625	0.04	0.14691455130666944	0.0712340368540133	0.0653661764646968	0.0517075768374041
geo_matched_state	with_current_y	COVID-19	12	ridge_fusion_minus_ridge_ww_only	50.0	-0.0870420503197097	-0.08031805943200229	0.86	-0.08197701343411343	-0.05759339684724085	-0.037956707547303355	-0.037372317667643595
geo_matched_state	with_current_y	Influenza	1	ridge_fusion_minus_ridge_ar	49.0	0.013003480889448847	0.0079850498510426	0.16326530612244897	0.010151871626634557	0.0073455989875374	0.00577854715924347	0.0049330748850852
geo_matched_state	with_current_y	Influenza	1	ridge_fusion_minus_ridge_ww_only	49.0	-0.42590249981211836	-0.3459917687763317	1.0	-0.34968856034548773	-0.2805868239292342	-0.16719315158802397	-0.1616145485485708
geo_matched_state	with_current_y	Influenza	2	ridge_fusion_minus_ridge_ar	49.0	0.021707967865003973	0.0126331875532842	0.14285714285714285	0.017131219891609453	0.0140549089682163	0.010178475745058504	0.0067876154025933
geo_matched_state	with_current_y	Influenza	2	ridge_fusion_minus_ridge_ww_only	49.0	-0.34920907494356873	-0.2566559919973809	1.0	-0.2858055747921292	-0.2034373271645475	-0.13495752852734824	-0.1315406841315637
geo_matched_state	with_current_y	Influenza	3	ridge_fusion_minus_ridge_ar	49.0	0.028881221125930733	0.0203428372976749	0.1836734693877551	0.02264470165967612	0.0136563271833784	0.013679075756674902	0.0087145727080595
geo_matched_state	with_current_y	Influenza	3	ridge_fusion_minus_ridge_ww_only	49.0	-0.27766838512249387	-0.2054064549323067	0.8571428571428571	-0.2280468423063256	-0.1709026124439139	-0.10617119951392198	-0.1075613989175196
geo_matched_state	with_current_y	Influenza	4	ridge_fusion_minus_ridge_ar	49.0	0.035989247396747394	0.0181861120666032	0.1836734693877551	0.028484205374015366	0.014023549247211	0.016977715185408658	0.009773869030599
geo_matched_state	with_current_y	Influenza	4	ridge_fusion_minus_ridge_ww_only	49.0	-0.21506119107572083	-0.1691573661353694	0.7755102040816326	-0.17881655606251448	-0.1422032074520335	-0.08214907448213887	-0.0885694424645644
geo_matched_state	with_current_y	Influenza	5	ridge_fusion_minus_ridge_ar	49.0	0.04630496857674555	0.0199390546964374	0.1836734693877551	0.0381153889730524	0.0175657802281294	0.02164204629199815	0.0122914787455895
geo_matched_state	with_current_y	Influenza	5	ridge_fusion_minus_ridge_ww_only	49.0	-0.1662314436280836	-0.1362378492608143	0.7755102040816326	-0.14053003155056876	-0.1167470854571209	-0.06376942085823767	-0.0740003106650915
geo_matched_state	with_current_y	Influenza	6	ridge_fusion_minus_ridge_ar	49.0	0.06034599582374716	0.0354612789598072	0.1836734693877551	0.05128976540476548	0.0311781979457755	0.027973718526657563	0.0191659499391211
geo_matched_state	with_current_y	Influenza	6	ridge_fusion_minus_ridge_ww_only	49.0	-0.12543145929086283	-0.1101155439269576	0.7551020408163265	-0.10815144535119052	-0.0985882715991874	-0.04929409868195293	-0.0630724379728588
geo_matched_state	with_current_y	Influenza	7	ridge_fusion_minus_ridge_ar	49.0	0.07703950512925074	0.0502770361058255	0.1836734693877551	0.0662713669200741	0.0441123537905347	0.03567077930525794	0.0283515109430413
geo_matched_state	with_current_y	Influenza	7	ridge_fusion_minus_ridge_ww_only	49.0	-0.09846608836689755	-0.088003160821	0.7551020408163265	-0.08682280838820004	-0.0806287940149099	-0.04019230712557586	-0.0498339051399472
geo_matched_state	with_current_y	Influenza	8	ridge_fusion_minus_ridge_ar	49.0	0.09859811408817616	0.0598932303742876	0.14285714285714285	0.08469856814847994	0.0539668718925032	0.04555836284241174	0.0321325814207262
geo_matched_state	with_current_y	Influenza	8	ridge_fusion_minus_ridge_ww_only	49.0	-0.07973016950613888	-0.0724224712584837	0.7346938775510204	-0.07313184981631485	-0.0640730429994145	-0.03362137409875804	-0.0408038152744927
geo_matched_state	with_current_y	Influenza	9	ridge_fusion_minus_ridge_ar	49.0	0.118645201181053	0.0666802239833288	0.12244897959183673	0.10062792907036626	0.0614674947316409	0.05479292320546931	0.0416563956013081
geo_matched_state	with_current_y	Influenza	9	ridge_fusion_minus_ridge_ww_only	49.0	-0.06548186291212131	-0.0569351859275444	0.7346938775510204	-0.06124542078586708	-0.051883647327696	-0.027575577726074853	-0.0318383477072755
geo_matched_state	with_current_y	Influenza	10	ridge_fusion_minus_ridge_ar	49.0	0.1324566947578499	0.0815837151602351	0.12244897959183673	0.11166568716449195	0.072605519778689	0.06162810301991319	0.0553325524914145
geo_matched_state	with_current_y	Influenza	10	ridge_fusion_minus_ridge_ww_only	49.0	-0.05831374931510546	-0.05099891177682	0.7346938775510204	-0.05342234124201048	-0.0418908316279857	-0.023670988860952952	-0.0245163011150578
geo_matched_state	with_current_y	Influenza	11	ridge_fusion_minus_ridge_ar	49.0	0.14647176739505294	0.1057785392127785	0.14285714285714285	0.12113398589223787	0.0840776247756959	0.06723443884060644	0.0639273189204958
geo_matched_state	with_current_y	Influenza	11	ridge_fusion_minus_ridge_ww_only	49.0	-0.05154307310914026	-0.0421226053022262	0.7346938775510204	-0.046439338266661696	-0.033715739252274	-0.02044218050420021	-0.0190269955810009
geo_matched_state	with_current_y	Influenza	12	ridge_fusion_minus_ridge_ar	49.0	0.15191973818247065	0.0905645018344336	0.12244897959183673	0.12412465638211707	0.0881275169210323	0.06974571531079249	0.0471375838326445
geo_matched_state	with_current_y	Influenza	12	ridge_fusion_minus_ridge_ww_only	49.0	-0.046506359446221335	-0.0295117127341191	0.7346938775510204	-0.03979893866831764	-0.0254075954652692	-0.017299365005347463	-0.0152946751837106
geo_matched_state	with_current_y	RSV	1	ridge_fusion_minus_ridge_ar	49.0	0.03084758695784693	0.0202020344143837	0.14285714285714285	0.025153961266941995	0.0169239553443076	0.013789688822385664	0.0091475590829271
geo_matched_state	with_current_y	RSV	1	ridge_fusion_minus_ridge_ww_only	49.0	-1.3932817432099922	-1.1561056013480404	1.0	-1.3177741366889346	-1.0945567718102591	-0.6538407389181387	-0.6936584005512638
geo_matched_state	with_current_y	RSV	2	ridge_fusion_minus_ridge_ar	49.0	0.05698198606714306	0.0280377035393131	0.12244897959183673	0.046319234413048	0.0296241075413016	0.025078092112311115	0.0166532194351895
geo_matched_state	with_current_y	RSV	2	ridge_fusion_minus_ridge_ww_only	49.0	-1.3386975916736235	-1.113731536149815	1.0	-1.259128969804368	-1.073865807553674	-0.6234635024244597	-0.6570186743100305
geo_matched_state	with_current_y	RSV	3	ridge_fusion_minus_ridge_ar	49.0	0.08580059072459392	0.0489170134896428	0.16326530612244897	0.06868832298884171	0.0411252854270984	0.03669343525057961	0.0240748339877905
geo_matched_state	with_current_y	RSV	3	ridge_fusion_minus_ridge_ww_only	49.0	-1.2826448503338979	-1.0767416286450135	1.0	-1.2013252479497352	-0.9907636130506536	-0.5930905114988025	-0.6337237423655451
geo_matched_state	with_current_y	RSV	4	ridge_fusion_minus_ridge_ar	49.0	0.1206369834530132	0.0736715762237442	0.16326530612244897	0.0949432844199023	0.0626273731348532	0.049627582736829434	0.0392493737113788
geo_matched_state	with_current_y	RSV	4	ridge_fusion_minus_ridge_ww_only	49.0	-1.2167312034145576	-0.9541629479870608	1.0	-1.1378965474288105	-0.8849360156327739	-0.5584436983838084	-0.589119506911995
geo_matched_state	with_current_y	RSV	5	ridge_fusion_minus_ridge_ar	49.0	0.15641267895425837	0.0971915023909495	0.14285714285714285	0.12217825036248675	0.0769667504617998	0.06280753164615904	0.0374850263736632
